Rxn	Genes
R01061_3	[['YGR192C'], ['YJL052W'], ['YJR009C'], ['YGR192C'], ['YGR192C'], ['YJL052W'], ['YJL052W'], ['YJR009C'], ['YJR009C']]
R01061_4	[['YGR192C'], ['YJL052W'], ['YJR009C'], ['YGR192C'], ['YGR192C'], ['YJL052W'], ['YJL052W'], ['YJR009C'], ['YJR009C']]
R01061_5	[['YGR192C'], ['YJL052W'], ['YJR009C'], ['YGR192C'], ['YGR192C'], ['YJL052W'], ['YJL052W'], ['YJR009C'], ['YJR009C']]
R01061_6	[['YGR192C'], ['YJL052W'], ['YJR009C'], ['YGR192C'], ['YGR192C'], ['YJL052W'], ['YJL052W'], ['YJR009C'], ['YJR009C']]
R04779_1	[['YGR240C'], ['YMR205C'], ['YGR240C'], ['YMR205C']]
R04779_2	[['YGR240C'], ['YMR205C'], ['YGR240C'], ['YMR205C']]
R04779_3	[['YGR240C'], ['YMR205C'], ['YGR240C'], ['YMR205C']]
R05333_1	[['YNR008W'], ['YNR008W']]
R05333_2	[['YNR008W'], ['YNR008W']]
R05333_3	[['YNR008W'], ['YNR008W']]
R05333_4	[['YNR008W'], ['YNR008W']]
R05333_5	[['YNR008W'], ['YNR008W']]
R05333_6	[['YNR008W'], ['YNR008W']]
R05234_1	[['YBR145W'], ['YOL086C'], ['YBR145W'], ['YBR145W'], ['YOL086C'], ['YOL086C']]
R05234_2	[['YOL086C'], ['YOL086C'], ['YOL086C']]
R05234_3	[['YBR145W'], ['YDL168W'], ['YGL256W'], ['YMR083W'], ['YMR303C'], ['YOL086C'], ['YDL168W'], ['YDL168W'], ['YBR145W'], ['YBR145W'], ['YMR083W'], ['YMR083W'], ['YMR303C'], ['YMR303C'], ['YOL086C'], ['YOL086C'], ['YGL256W'], ['YGL256W']]
R05234_4	[['YDL168W'], ['YGL256W'], ['YMR083W'], ['YDL168W'], ['YDL168W'], ['YMR083W'], ['YMR083W'], ['YGL256W'], ['YGL256W']]
R00988	[['YDR428C'], ['YDR428C']]
R08954_1	[['YIL049W'], ['YIL049W'], ['YIL049W']]
R08954_2	[['YIL049W'], ['YIL049W'], ['YIL049W']]
R08954_3	[['YIL049W'], ['YIL049W'], ['YIL049W']]
R03165	[['YOR278W'], ['YOR278W']]
R01281_1	[['YDR062W'], ['YMR296C'], ['YMR296C'], ['YDR062W'], ['YDR062W', 'YMR296C']]
R01281_2	[['YDR062W'], ['YMR296C'], ['YMR296C'], ['YDR062W'], ['YDR062W', 'YMR296C']]
R01281_3	[['YDR062W'], ['YMR296C'], ['YMR296C'], ['YDR062W'], ['YDR062W', 'YMR296C']]
R01281_4	[['YDR062W'], ['YMR296C'], ['YMR296C'], ['YDR062W'], ['YDR062W', 'YMR296C']]
R05970_1	[['YBR070C'], ['YGL047W'], ['YGL047W'], ['YBR070C']]
R05970_2	[['YBR070C'], ['YGL047W'], ['YGL047W'], ['YBR070C']]
R05970_3	[['YGL047W'], ['YGL047W']]
R05970_4	[['YBR070C'], ['YGL047W'], ['YGL047W'], ['YBR070C']]
R06171_1	[['YEL046C'], ['YEL046C']]
R12578_1	[['YBL064C'], ['YBL064C']]
R12578_2	[['YBL064C'], ['YBL064C']]
R02732_1	[['YIL107C'], ['YOL136C'], ['YIL107C'], ['YOL136C'], ['YLR345W'], ['YJL155C']]
R01177_1	[['YIL160C'], ['YIL160C']]
R01177_2	[['YIL160C'], ['YIL160C']]
R01177_3	[['YPL028W'], ['YPL028W']]
R01177_4	[['YIL160C'], ['YPL028W'], ['YIL160C'], ['YPL028W']]
R01177_5	[['YPL028W'], ['YPL028W']]
R03990_1	[['YGL205W'], ['YGL205W']]
R03990_2	[['YGL205W'], ['YGL205W']]
R12657_1	[['YOL096C'], ['YOL096C']]
R12657_2	[['YOL096C'], ['YOL096C']]
R12657_3	[['YOL096C'], ['YOL096C']]
R09035_1	[['YOR175C'], ['YOR175C']]
R09035_2	[['YOR175C'], ['YOR175C']]
R09035_3	[['YOR175C'], ['YOR175C']]
R00942_1	[['YOR241W'], ['YOR241W']]
R00942_2	[['YOR241W'], ['YOR241W']]
R00942_3	[['YOR241W'], ['YOR241W']]
R00942_4	[['YOR241W'], ['YOR241W']]
R03260_1	[['YJR130C'], ['YLL058W'], ['YML082W'], ['YJR130C'], ['YLL058W'], ['YML082W']]
R03260_2	[['YJR130C'], ['YLL058W'], ['YML082W'], ['YJR130C'], ['YLL058W'], ['YML082W']]
R10828_1	[['YDL015C'], ['YDL015C'], ['YDL015C']]
R10828_2	[['YDL015C'], ['YDL015C'], ['YDL015C']]
R10828_3	[['YDL015C'], ['YDL015C'], ['YDL015C']]
R10828_4	[['YDL015C'], ['YDL015C'], ['YDL015C']]
R01220_1	[['YGR204W'], ['YGR204W'], ['YGR204W']]
R01220_2	[['YBR084W'], ['YGR204W'], ['YBR084W'], ['YBR084W'], ['YGR204W'], ['YGR204W']]
R01220_3	[['YBR084W'], ['YBR084W'], ['YBR084W']]
R08221_1	[['YLR245C'], ['YLR245C']]
R08221_2	[['YLR245C'], ['YLR245C']]
R00328_1	[['YER005W'], ['YER005W'], ['YEL042W']]
R00328_2	[['YER005W'], ['YER005W'], ['YEL042W']]
R00328_3	[['YER005W'], ['YER005W'], ['YEL042W']]
R00691_1	[['YNL316C'], ['YNL316C']]
R03777_1	[['YGL205W'], ['YGL205W']]
R03777_2	[['YGL205W'], ['YGL205W']]
R01226_1	[['YBR176W'], ['YBR176W']]
R02035_1	[['YGR248W'], ['YHR163W'], ['YNR034W'], ['YGR248W'], ['YHR163W'], ['YNR034W']]
R02035_2	[['YCR073W-A'], ['YGR248W'], ['YHR163W'], ['YNR034W'], ['YCR073W-A'], ['YGR248W'], ['YHR163W'], ['YNR034W']]
R02291_1	[['YDR158W'], ['YDR158W'], ['YDR158W']]
R02291_2	[['YDR158W'], ['YDR158W'], ['YDR158W']]
R02291_3	[['YDR158W'], ['YDR158W'], ['YDR158W']]
R00569_1	[['YER005W'], ['YER005W']]
R00569_2	[['YER005W'], ['YER005W']]
R00569_3	[['YER005W'], ['YER005W']]
R02768_1	[['YPL231W']]
R02768_2	[['YER061C'], ['YER061C'], ['YPL231W']]
R01163_1	[['YCL030C'], ['YCL030C'], ['YCL030C']]
R03869_1	[['YMR110C'], ['YMR110C'], ['YMR110C']]
R03869_2	[['YMR110C'], ['YMR110C'], ['YMR110C']]
R03869_3	[['YMR110C'], ['YMR169C'], ['YMR170C'], ['YOR374W'], ['YPL061W'], ['YMR110C'], ['YMR110C'], ['YMR169C'], ['YMR169C'], ['YMR170C'], ['YMR170C'], ['YOR374W'], ['YOR374W'], ['YPL061W'], ['YPL061W']]
R03869_4	[['YMR110C'], ['YMR110C'], ['YMR110C']]
R03869_5	[['YER073W'], ['YMR110C'], ['YOR374W'], ['YPL061W'], ['YER073W'], ['YER073W'], ['YMR110C'], ['YMR110C'], ['YOR374W'], ['YOR374W'], ['YPL061W'], ['YPL061W']]
R11861_1	[['YER163C'], ['YER163C']]
R11861_2	[['YER163C'], ['YER163C']]
R01954_1	[['YOL058W'], ['YOL058W']]
R00623_1	[['YBR145W'], ['YOL086C'], ['YBR145W'], ['YBR145W'], ['YOL086C'], ['YOL086C']]
R00623_2	[['YOL086C'], ['YOL086C'], ['YOL086C']]
R00623_3	[['YBR145W'], ['YDL168W'], ['YGL256W'], ['YMR083W'], ['YMR303C'], ['YOL086C'], ['YDL168W'], ['YDL168W'], ['YBR145W'], ['YBR145W'], ['YMR083W'], ['YMR083W'], ['YMR303C'], ['YMR303C'], ['YOL086C'], ['YOL086C'], ['YGL256W'], ['YGL256W']]
R00623_4	[['YDL168W'], ['YGL256W'], ['YMR083W'], ['YDL168W'], ['YDL168W'], ['YMR083W'], ['YMR083W'], ['YGL256W'], ['YGL256W']]
R04391_1	[['YDR531W'], ['YDR531W']]
R04391_2	[['YDR531W'], ['YDR531W']]
R07892_1	[['YGL205W'], ['YGL205W']]
R07892_2	[['YGL205W'], ['YGL205W']]
R02570_1	[['YDR148C'], ['YDR148C']]
R02570_2	[['YDR148C'], ['YDR148C']]
R03508_1	[['YKL211C'], ['YKL211C']]
R04405_1	[['YER091C'], ['YER091C']]
R04405_2	[['YER091C'], ['YER091C']]
R05050_1	[['YMR110C'], ['YMR110C'], ['YMR110C']]
R05050_2	[['YMR110C'], ['YMR110C'], ['YMR110C']]
R05050_3	[['YMR110C'], ['YMR169C'], ['YMR170C'], ['YOR374W'], ['YPL061W'], ['YMR110C'], ['YMR110C'], ['YMR169C'], ['YMR169C'], ['YMR170C'], ['YMR170C'], ['YOR374W'], ['YOR374W'], ['YPL061W'], ['YPL061W']]
R05050_4	[['YMR110C'], ['YMR110C'], ['YMR110C']]
R05050_5	[['YER073W'], ['YMR110C'], ['YOR374W'], ['YPL061W'], ['YER073W'], ['YER073W'], ['YMR110C'], ['YMR110C'], ['YOR374W'], ['YOR374W'], ['YPL061W'], ['YPL061W']]
R02323	[['YOR155C'], ['YOR155C'], ['YGL224C']]
R06527_1	[['YHL003C'], ['YKL008C'], ['YHL003C'], ['YKL008C']]
R06527_2	[['YHL003C'], ['YKL008C'], ['YHL003C'], ['YKL008C']]
R06527_3	[['YKL008C'], ['YKL008C']]
R06527_4	[['YHL003C'], ['YKL008C'], ['YHL003C'], ['YKL008C']]
R06527_5	[['YHL003C'], ['YKL008C'], ['YHL003C'], ['YKL008C']]
R02295_1	[['YLR209C'], ['YLR209C']]
R04742_1	[['YIL160C'], ['YIL160C']]
R04742_2	[['YIL160C'], ['YIL160C']]
R04742_3	[['YIL160C'], ['YIL160C']]
R04620_1	[['YDR481C'], ['YDR481C']]
R04620_2	[['YDR481C'], ['YDR481C']]
R04620_3	[['YDR481C'], ['YDR481C']]
R02964_1	[['YDL085W'], ['YDL085W'], ['YML120C'], ['YML120C'], ['YMR145C'], ['YMR145C']]
R02964_2	[['YCR004C'], ['YDR032C'], ['YCR004C'], ['YCR004C'], ['YDR032C'], ['YDR032C']]
R02964_3	[['YBR052C'], ['YCR004C'], ['YDR032C'], ['YBR052C'], ['YBR052C'], ['YCR004C'], ['YCR004C'], ['YDR032C'], ['YDR032C']]
R02964_4	[['YCR004C'], ['YCR004C'], ['YCR004C']]
R02964_5	[['YCR004C'], ['YDR032C'], ['YCR004C'], ['YCR004C'], ['YDR032C'], ['YDR032C'], ['YDL085W'], ['YDL085W'], ['YML120C'], ['YML120C'], ['YMR145C'], ['YMR145C']]
R04751_1	[['YGL205W'], ['YGL205W']]
R04751_2	[['YGL205W'], ['YGL205W']]
R07895_1	[['YIL160C'], ['YIL160C']]
R07895_2	[['YIL160C'], ['YIL160C']]
R07895_3	[['YIL160C'], ['YIL160C']]
R00430_1	[['YAL038W'], ['YAL038W']]
R00430_2	[['YAL038W'], ['YOR347C'], ['YAL038W'], ['YOR347C']]
R00430_3	[['YOR347C'], ['YOR347C']]
R00209_1	[['YBR221C'], ['YER178W'], ['YFL018C'], ['YNL071W'], ['YER178W'], ['YER178W'], ['YBR221C'], ['YBR221C'], ['YFL018C'], ['YFL018C'], ['YNL071W'], ['YNL071W']]
R00209_2	[['YBR221C'], ['YER178W'], ['YFL018C'], ['YNL071W'], ['YER178W'], ['YER178W'], ['YBR221C'], ['YBR221C'], ['YFL018C'], ['YFL018C'], ['YNL071W'], ['YNL071W']]
R02057_1	[['YHR123W'], ['YHR123W']]
R02057_2	[['YHR123W'], ['YHR123W']]
R02057_3	[['YHR123W'], ['YHR123W']]
R02057_4	[['YHR123W'], ['YHR123W']]
R00999_1	[['YJR130C'], ['YLL058W'], ['YML082W'], ['YJR130C'], ['YLL058W'], ['YML082W']]
R00999_2	[['YJR130C'], ['YLL058W'], ['YML082W'], ['YJR130C'], ['YLL058W'], ['YML082W']]
R03971_1	[['YLR299W'], ['YLR299W']]
R03971_2	[['YLR299W'], ['YLR299W']]
R03971_3	[['YLR299W'], ['YLR299W']]
R01325_1	[['YLR304C'], ['YLR304C']]
R01325_2	[['YLR304C'], ['YLR304C']]
R01325_3	[['YLR304C'], ['YLR304C']]
R01639_1	[['YGR194C'], ['YGR194C']]
R07460_1	[['YCL017C'], ['YCL017C']]
R07460_2	[['YCL017C'], ['YCL017C']]
R07460_3	[['YCL017C'], ['YCL017C']]
R08306_1	[['YBR145W'], ['YOL086C'], ['YBR145W'], ['YBR145W'], ['YOL086C'], ['YOL086C']]
R08306_2	[['YOL086C'], ['YOL086C'], ['YOL086C']]
R08306_3	[['YBR145W'], ['YDL168W'], ['YMR083W'], ['YMR303C'], ['YOL086C'], ['YDL168W'], ['YDL168W'], ['YBR145W'], ['YBR145W'], ['YMR083W'], ['YMR083W'], ['YMR303C'], ['YMR303C'], ['YOL086C'], ['YOL086C'], ['YGL256W'], ['YGL256W']]
R08306_4	[['YDL168W'], ['YMR083W'], ['YDL168W'], ['YDL168W'], ['YMR083W'], ['YMR083W'], ['YGL256W'], ['YGL256W']]
R04371_1	[['YDR234W'], ['YDR234W']]
R10700_1	[['YKL182W'], ['YKL182W']]
R10700_2	[['YKL182W'], ['YKL182W'], ['YPL231W']]
R10700_3	[['YKL182W'], ['YKL182W'], ['YPL231W']]
R10115_1	[['YER061C'], ['YER061C']]
R11783_1	[['YBR126C'], ['YBR126C']]
R01737_1	[['YDR248C'], ['YDR248C']]
R02556_1	[['YNL141W'], ['YNL141W']]
R02556_2	[['YNL141W'], ['YNL141W']]
R03681_1	[['YJL137C'], ['YKR058W'], ['YJL137C'], ['YKR058W']]
R01462_1	[['YKL140W'], ['YKL140W']]
R01462_2	[['YKL140W'], ['YKR089C'], ['YOR081C'], ['YKL140W'], ['YKR089C'], ['YOR081C']]
R02422	[['YIR029W'], ['YIR029W']]
R11329_1	[['YOR176W'], ['YOR176W']]
R11329_2	[['YOR176W'], ['YOR176W']]
R07273_1	[['YNR041C'], ['YNR041C']]
R07273_2	[['YNR041C'], ['YNR041C']]
R10826_1	[['YBR159W'], ['YBR159W'], ['YBR159W']]
R10826_2	[['YBR159W'], ['YBR159W'], ['YBR159W']]
R10826_3	[['YBR159W'], ['YBR159W'], ['YBR159W']]
R07116_1	[['YIR038C'], ['YIR038C']]
R07116_2	[['YIR038C'], ['YIR038C']]
R07116_3	[['YIR038C'], ['YIR038C']]
R07116_4	[['YNL229C'], ['YNL229C']]
R07116_5	[['YIR038C'], ['YIR038C']]
R07116_6	[['YIR038C'], ['YIR038C']]
R07116_7	[['YIR038C'], ['YIR038C']]
R01279_1	[['YGL205W'], ['YGL205W']]
R01279_2	[['YGL205W'], ['YGL205W']]
R00573_1	[['YBL039C'], ['YJR103W'], ['YBL039C'], ['YJR103W']]
R00132_1	[['YNL036W'], ['YNL036W']]
R00132_2	[['YNL036W'], ['YNL036W']]
R00132_3	[['YNL036W'], ['YNL036W']]
R07162_1	[['YBR026C'], ['YBR026C'], ['YBR026C']]
R01920_1	[['YPR069C'], ['YPR069C']]
R01920_2	[['YPR069C'], ['YPR069C']]
R06128_1	[['YNL048W'], ['YNL048W']]
R06128_2	[['YNL048W'], ['YNL048W']]
R00897_1	[['YGR012W'], ['YLR303W'], ['YGR012W'], ['YLR303W']]
R00897_2	[['YGR012W'], ['YGR012W']]
R00897_3	[['YGR012W'], ['YLR303W'], ['YGR012W'], ['YLR303W']]
R00897_4	[['YGR012W'], ['YGR012W']]
R06985_1	[['YBR026C'], ['YBR026C'], ['YBR026C']]
R01730_1	[['YBR166C'], ['YBR166C'], ['YBR166C']]
R00226_1	[['YCL009C'], ['YMR108W'], ['YMR108W'], ['YCL009C']]
R00226_2	[['YCL009C'], ['YMR108W'], ['YMR108W'], ['YCL009C']]
R05237_1	[['YMR110C'], ['YMR110C']]
R05237_2	[['YMR110C'], ['YMR110C']]
R05237_3	[['YMR110C'], ['YMR169C'], ['YMR170C'], ['YOR374W'], ['YPL061W'], ['YMR110C'], ['YMR169C'], ['YMR170C'], ['YOR374W'], ['YPL061W']]
R05237_4	[['YMR110C'], ['YMR110C']]
R05237_5	[['YER073W'], ['YMR110C'], ['YOR374W'], ['YPL061W'], ['YER073W'], ['YMR110C'], ['YOR374W'], ['YPL061W']]
R03601_1	[['YGR012W'], ['YGR012W'], ['YLR303W']]
R03601_2	[['YGR012W'], ['YGR012W']]
R03601_3	[['YGR012W'], ['YGR012W'], ['YLR303W']]
R03601_4	[['YGR012W'], ['YGR012W']]
R11765_1	[['YOR236W'], ['YOR236W'], ['YOR236W']]
R11765_2	[['YOR236W'], ['YOR236W'], ['YOR236W']]
R11671_1	[['YKL055C'], ['YOR221C'], ['YKL055C'], ['YOR221C']]
R05086_1	[['YCR053W'], ['YCR053W']]
R05086_2	[['YCR053W'], ['YCR053W']]
R02410_1	[['YIL162W'], ['YIL162W']]
R02410_2	[['YIL162W'], ['YIL162W']]
R02410_3	[['YIL162W'], ['YIL162W']]
R02098_1	[['YJR057W'], ['YJR057W']]
R02098_2	[['YJR057W'], ['YJR057W']]
R08945_1	[['YBR159W'], ['YBR159W'], ['YBR159W']]
R08945_2	[['YBR159W'], ['YBR159W'], ['YBR159W']]
R08945_3	[['YBR159W'], ['YBR159W'], ['YBR159W']]
R00964_1	[['YDR020C'], ['YNR012W'], ['YNR012W'], ['YDR020C']]
R00964_2	[['YDR020C'], ['YNR012W'], ['YNR012W'], ['YDR020C']]
R04725_1	[['YKL182W'], ['YKL182W'], ['YKL182W']]
R04725_2	[['YKL182W'], ['YKL182W'], ['YKL182W'], ['YPL231W'], ['YPL231W']]
R04725_3	[['YBR026C'], ['YKL182W'], ['YBR026C'], ['YBR026C'], ['YKL182W'], ['YKL182W'], ['YPL231W'], ['YPL231W']]
R04986_1	[['YDR538W'], ['YDR538W']]
R05145_1	[['YDL141W'], ['YDL141W']]
R05145_2	[['YDL141W'], ['YDL141W']]
R00221	[['YGL196W'], ['YGL196W']]
R09246_1	[['YBR003W'], ['YBR003W']]
R09246_2	[['YBR003W'], ['YBR003W']]
R09246_3	[['YBR003W'], ['YBR003W']]
R00243_1	[['YDL215C'], ['YDL215C'], ['YDL215C'], ['YDL171C'], ['YDL171C']]
R02058_1	[['YFL017C'], ['YFL017C']]
R02058_2	[['YFL017C'], ['YFL017C']]
R02058_3	[['YFL017C'], ['YFL017C']]
R01402_1	[['YLR017W'], ['YLR017W']]
R01402_2	[['YLR017W'], ['YLR017W']]
R01273_1	[['YDR400W'], ['YDR400W']]
R01273_2	[['YDR400W'], ['YDR400W']]
R07411_1	[['YPL172C'], ['YPL172C']]
R07411_2	[['YPL172C'], ['YPL172C']]
R07411_3	[['YPL172C'], ['YPL172C']]
R01051_1	[['YCR036W'], ['YCR036W']]
R01051_2	[['YCR036W'], ['YCR036W']]
R00188_1	[['YOL064C'], ['YOL064C']]
R00188_2	[['YOL064C'], ['YOL064C']]
R02372_1	[['YDR020C'], ['YNR012W'], ['YDR020C'], ['YNR012W']]
R02372_2	[['YDR020C'], ['YNR012W'], ['YDR020C'], ['YNR012W']]
R00124_1	[['YKL067W'], ['YKL067W']]
R00124_2	[['YKL067W'], ['YKL067W']]
R00124_3	[['YKL067W'], ['YKL067W']]
R00291_1	[['YBR019C'], ['YBR019C']]
R05802_1	[['YFR019W'], ['YFR019W']]
R05802_2	[['YFR019W'], ['YFR019W']]
R05802_3	[['YFR019W'], ['YFR019W']]
R03471_1	[['YOL055C'], ['YPL258C'], ['YPL258C'], ['YOL055C']]
R02320_1	[['YAL038W'], ['YAL038W']]
R02320_2	[['YAL038W'], ['YOR347C'], ['YAL038W'], ['YOR347C']]
R02320_3	[['YOR347C'], ['YOR347C']]
R03096	[['YDR242W'], ['YDR242W']]
R02473_1	[['YIL145C'], ['YIL145C']]
R02473_2	[['YIL145C'], ['YIL145C']]
R00965_1	[['YEL021W'], ['YEL021W']]
R02090_1	[['YDR454C'], ['YDR454C']]
R02090_2	[['YDR454C'], ['YDR454C']]
R01736_1	[['YDR272W'], ['YDR272W']]
R01736_2	[['YOR040W'], ['YOR040W']]
R01574_1	[['YBR149W'], ['YMR041C'], ['YMR041C'], ['YMR041C'], ['YBR149W'], ['YBR149W']]
R00256_1	[['YJL130C'], ['YJL130C'], ['YFL059W'], ['YNL333W']]
R00256_2	[['YJL130C'], ['YJR109C'], ['YOR303W'], ['YMR217W'], ['YMR095C'], ['YMR095C', 'YMR096W'], ['YOR303W'], ['YJR109C'], ['YJR109C', 'YOR303W'], ['YJL130C'], ['YBR248C'], ['YFL060C'], ['YNL334C'], ['YFL059W'], ['YMR096W'], ['YNL333W'], ['YGR124W'], ['YPR145W'], ['YBL039C'], ['YJR103W']]
R00256_3	[['YJL130C'], ['YDL171C'], ['YJL130C'], ['YFL059W'], ['YNL333W']]
R10952_1	[['YPL268W'], ['YPL268W']]
R04970_1	[['YKL182W'], ['YKL182W'], ['YKL182W']]
R04970_2	[['YKL182W'], ['YKL182W'], ['YKL182W'], ['YPL231W'], ['YPL231W']]
R04970_3	[['YBR026C'], ['YKL182W'], ['YBR026C'], ['YBR026C'], ['YKL182W'], ['YKL182W'], ['YPL231W'], ['YPL231W']]
R01771	[['YHR025W'], ['YHR025W']]
R09845_1	[['YJR117W'], ['YJR117W'], ['YMR274C']]
R09845_2	[['YJR117W'], ['YJR117W']]
R09845_3	[['YJR117W'], ['YJR117W'], ['YMR274C']]
R09845_4	[['YJR117W'], ['YJR117W']]
R00961_1	[['YER005W'], ['YER005W']]
R00961_2	[['YER005W'], ['YER005W']]
R00961_3	[['YER005W'], ['YER005W']]
R05190_1	[['YKL182W'], ['YKL182W'], ['YKL182W']]
R05190_2	[['YKL182W'], ['YPL231W'], ['YKL182W'], ['YKL182W'], ['YPL231W'], ['YPL231W']]
R05190_3	[['YKL182W'], ['YPL231W'], ['YKL182W'], ['YKL182W'], ['YPL231W'], ['YPL231W']]
R01870_1	[['YML106W'], ['YML106W']]
R01870_2	[['YML106W'], ['YMR271C'], ['YMR271C'], ['YML106W']]
R06127_1	[['YNL048W'], ['YNL048W']]
R06127_2	[['YNL048W'], ['YNL048W']]
R01320_1	[['YJR073C'], ['YJR073C']]
R01320_2	[['YJR073C'], ['YJR073C']]
R01320_3	[['YJR073C'], ['YJR073C']]
R01320_4	[['YJR073C'], ['YJR073C']]
R01320_5	[['YJR073C'], ['YJR073C']]
R01320_6	[['YJR073C'], ['YJR073C']]
R03316_1	[['YIL125W'], ['YIL125W']]
R03316_2	[['YIL125W'], ['YIL125W']]
R01018_1	[['YMR013C'], ['YMR013C']]
R01018_2	[['YMR013C'], ['YMR013C']]
R00512_1	[['YKL024C'], ['YKL024C']]
R00512_2	[['YKL024C'], ['YKL024C']]
R10120_1	[['YKL055C'], ['YKL055C'], ['YKL055C']]
R10948_1	[['YJL130C'], ['YJL130C']]
R10948_2	[['YJL130C'], ['YJR109C'], ['YOR303W'], ['YOR303W'], ['YJR109C'], ['YJR109C', 'YOR303W'], ['YJL130C']]
R10948_3	[['YJL130C'], ['YJL130C']]
R00835_1	[['YNL241C'], ['YNL241C'], ['YNL241C']]
R07113_1	[['YIR038C'], ['YIR038C']]
R07113_2	[['YIR038C'], ['YIR038C']]
R07113_3	[['YIR038C'], ['YIR038C']]
R07113_4	[['YNL229C'], ['YNL229C']]
R07113_5	[['YIR038C'], ['YIR038C']]
R07113_6	[['YIR038C'], ['YIR038C']]
R07113_7	[['YIR038C'], ['YIR038C']]
R03755_1	[['YOR245C'], ['YOR245C']]
R03755_2	[['YOR245C'], ['YOR245C']]
R03755_3	[['YOR245C'], ['YOR245C']]
R03755_4	[['YOR245C'], ['YOR245C']]
R00267_1	[['YNL009W'], ['YNL009W'], ['YNL009W']]
R00267_2	[['YDL066W'], ['YLR174W'], ['YNL009W'], ['YLR174W'], ['YLR174W'], ['YDL066W'], ['YDL066W'], ['YNL009W'], ['YNL009W']]
R00267_3	[['YDL066W'], ['YLR174W'], ['YNL009W'], ['YLR174W'], ['YLR174W'], ['YDL066W'], ['YDL066W'], ['YNL009W'], ['YNL009W']]
R04001_1	[['YGL009C'], ['YGL009C']]
R01214_1	[['YJR148W'], ['YJR148W']]
R01214_2	[['YJR148W'], ['YJR148W']]
R01214_3	[['YHR208W'], ['YJR148W'], ['YHR208W'], ['YJR148W']]
R01528_1	[['YGR256W'], ['YGR256W'], ['YGR256W']]
R01528_2	[['YGR256W'], ['YHR183W'], ['YGR256W'], ['YGR256W'], ['YHR183W'], ['YHR183W']]
R01528_3	[['YHR183W'], ['YHR183W'], ['YHR183W']]
R00894_1	[['YJL101C'], ['YJL101C']]
R00927_1	[['YIL160C'], ['YIL160C']]
R00927_2	[['YIL160C'], ['YIL160C']]
R00927_3	[['YPL028W']]
R00927_4	[['YIL160C'], ['YIL160C'], ['YPL028W']]
R00927_5	[['YPL028W']]
R01529_1	[['YJL121C'], ['YJL121C']]
R02746_1	[['YML059C'], ['YOL011W'], ['YMR006C'], ['YMR008C'], ['YML059C']]
R02746_2	[['YML059C'], ['YML059C']]
R02746_3	[['YML059C'], ['YML059C']]
R02746_4	[['YOL011W'], ['YMR006C'], ['YMR008C']]
R02746_5	[['YMR006C'], ['YMR008C']]
R02746_6	[['YML059C'], ['YMR008C'], ['YML059C']]
R11399_1	[['YAL023C'], ['YDL095W'], ['YDL093W'], ['YDR307W'], ['YGR199W'], ['YJR143C'], ['YOR321W'], ['YAL023C'], ['YDL093W'], ['YDL095W'], ['YDR307W'], ['YGR199W'], ['YJR143C'], ['YOR321W']]
R11399_2	[['YAL023C'], ['YDL095W'], ['YDL093W'], ['YDR307W'], ['YGR199W'], ['YJR143C'], ['YOR321W'], ['YAL023C'], ['YDL093W'], ['YDL095W'], ['YDR307W'], ['YGR199W'], ['YJR143C'], ['YOR321W']]
R11399_3	[['YAL023C'], ['YDL095W'], ['YDL093W'], ['YDR307W'], ['YGR199W'], ['YJR143C'], ['YOR321W'], ['YAL023C'], ['YDL093W'], ['YDL095W'], ['YDR307W'], ['YGR199W'], ['YJR143C'], ['YOR321W']]
R09449_1	[['YDL015C'], ['YDL015C'], ['YDL015C']]
R09449_2	[['YDL015C'], ['YDL015C'], ['YDL015C']]
R09449_3	[['YDL015C'], ['YDL015C'], ['YDL015C']]
R09449_4	[['YDL015C'], ['YDL015C'], ['YDL015C']]
R08980_1	[['YBR159W'], ['YBR159W'], ['YBR159W']]
R08980_2	[['YBR159W'], ['YBR159W'], ['YBR159W']]
R08980_3	[['YBR159W'], ['YBR159W'], ['YBR159W']]
R06262_1	[['YOR002W'], ['YOR002W']]
R06262_2	[['YOR002W'], ['YOR002W']]
R06262_3	[['YOR002W'], ['YOR002W']]
R04956_1	[['YKL182W'], ['YKL182W'], ['YKL182W']]
R04956_2	[['YKL182W'], ['YKL182W'], ['YKL182W'], ['YPL231W'], ['YPL231W']]
R04956_3	[['YBR026C'], ['YKL182W'], ['YBR026C'], ['YBR026C'], ['YKL182W'], ['YKL182W'], ['YPL231W'], ['YPL231W']]
R05052_1	[['YLR027C'], ['YLR027C']]
R05052_2	[['YLR027C'], ['YLR027C']]
R05052_3	[['YKL106W'], ['YKL106W']]
R04753_1	[['YBR026C'], ['YBR026C'], ['YBR026C']]
R02024_1	[['YER070W'], ['YGR180C'], ['YJL026W'], ['YER070W'], ['YGR180C'], ['YJL026W']]
R02024_2	[['YER070W'], ['YGR180C'], ['YIL066C'], ['YJL026W'], ['YER070W'], ['YIL066C'], ['YGR180C'], ['YJL026W']]
R02024_3	[['YIL066C'], ['YIL066C']]
R11319_1	[['YDL166C']]
R11319_2	[['YDR226W'], ['YER170W'], ['YDR226W'], ['YER170W']]
R11319_3	[['YDR226W'], ['YER170W'], ['YDR226W'], ['YER170W'], ['YDL166C']]
R11319_4	[['YDR226W'], ['YER170W'], ['YDR226W'], ['YER170W']]
R01039_1	[['YOR120W'], ['YOR120W'], ['YOR120W']]
