Rxn	KeggId	EC number	GPR	Name	IsTransport	trasportedMets	IsExchange	GPRrule	Identifiers_fromTCDB
R_Ex_biomass		[]		DmBiomass	False	[]	True		{}
R_Ex_glucose		[]		*	False	[]	True		{'1.B.19.1.1': ['Q51485'], '1.B.24.1.1': ['Q9RLP7'], '1.B.79.1.1': ['P9WKQ1'], '1.B.94.1.1': ['P9WHY3', 'Q79FK4'], '2.A.1.1.102': ['Q56ZZ7'], '2.A.1.1.108': ['P32465'], '2.A.1.1.111': ['P23585'], '2.A.1.1.112': ['Q9P3U6'], '2.A.1.1.117': ['G4N740'], '2.A.1.1.12': ['Q07647'], '2.A.1.1.124': ['Q9LT15'], '2.A.1.1.128': ['A5Y0C3'], '2.A.1.1.130': ['Q63ZP5'], '2.A.1.1.133': ['N0A4A7'], '2.A.1.1.134': ['OAY61114.1'], '2.A.1.1.136': ['OAY55788.1'], '2.A.1.1.139': ['Q6DFZ5'], '2.A.1.1.17': ['P10870'], '2.A.1.1.18': ['Q06222'], '2.A.1.1.19': ['Q12300'], '2.A.1.1.28': ['P11166'], '2.A.1.1.29': ['P11168'], '2.A.1.1.30': ['P32467'], '2.A.1.1.32': ['P15729'], '2.A.1.1.35': ['Q7BEC4'], '2.A.1.1.36': ['Q400D8'], '2.A.1.1.39': ['P49374'], '2.A.1.1.4': ['P21906'], '2.A.1.1.42': ['Q8G3X1'], '2.A.1.1.43': ['A0ZXK6'], '2.A.1.1.45': ['Q8L6Z8'], '2.A.1.1.46': ['Q9JIF3'], '2.A.1.1.50': ['Q94AZ2'], '2.A.1.1.51': ['Q2MEV7'], '2.A.1.1.52': ['Q26579'], '2.A.1.1.53': ['Q8NTX0'], '2.A.1.1.56': ['Q9SFG0'], '2.A.1.1.58': ['Q8J0U9'], '2.A.1.1.59': ['O95528'], '2.A.1.1.6': ['P13181'], '2.A.1.1.65': ['A0QZX3'], '2.A.1.1.67': ['Q2MDH1'], '2.A.1.1.68': ['A3M0N3'], '2.A.1.1.69': ['A1Z264'], '2.A.1.1.71': ['B1PLM1'], '2.A.1.1.76': ['O76486'], '2.A.1.1.77': ['O61059'], '2.A.1.1.78': ['O61060'], '2.A.1.1.80': ['P14672'], '2.A.1.1.81': ['Q0SE66'], '2.A.1.1.84': ['Q96290', 'Q8LPQ8'], '2.A.1.1.85': ['A8KB28'], '2.A.1.1.86': ['H9BPB6'], '2.A.1.1.87': ['Q8TD20'], '2.A.1.1.88': ['Q9UGQ3'], '2.A.1.1.89': ['Q9NY64'], '2.A.1.1.90': ['Q8TDB8'], '2.A.1.1.91': ['P11169'], '2.A.1.14.2': ['P0AA78'], '2.A.1.17.2': ['Q04FN1'], '2.A.1.19.49': ['G9BMI9'], '2.A.1.2.46': ['C5DX43'], '2.A.1.20.1': ['P31675'], '2.A.1.20.2': ['P33026'], '2.A.1.68.1': ['Q04DP6'], '2.A.1.7.10': ['A1S5F4'], '2.A.1.7.19': ['F8L1F5'], '2.A.1.7.2': ['P0C105'], '2.A.1.7.23': ['Q569T7'], '2.A.1.7.26': ['P31639'], '2.A.1.7.27': ['Q5TF39'], '2.A.1.7.3': ['O07563'], '2.A.1.7.4': ['Q80T22'], '2.A.1.7.7': ['O25788'], '2.A.123.1.10': ['O45102'], '2.A.123.1.28': ['Q5JJY5'], '2.A.123.1.29': ['Q5NAZ9'], '2.A.123.1.9': ['Q8L9J7'], '2.A.123.2.16': ['P0DMV3'], '2.A.123.2.6': ['B0SHL1'], '2.A.2.4.10': ['Q9Y2W3'], '2.A.2.4.4': ['Q8K4S3'], '2.A.21.3.15': ['A0PJK1'], '2.A.21.3.16': ['P31639'], '2.A.21.3.17': ['Q2M3M2'], '2.A.21.3.18': ['Q9NY91'], '2.A.21.3.2': ['P96169'], '2.A.21.3.22': ['Q2A687'], '2.A.21.3.23': ['Q2A679'], '2.A.21.3.24': ['NP_932589.1'], '2.A.21.3.3': ['P26430'], '2.A.21.3.4': ['P31636'], '2.A.29.11.1': ['P29518'], '2.A.29.11.3': ['Q6E5A5'], '2.A.7.5.1': ['O07881'], '2.A.7.5.3': ['Q9CDF7'], '2.A.7.5.4': ['P40420'], '2.A.7.5.5': ['L8DP77'], '2.A.86.1.6': ['D3LPG3'], '3.A.1.1.13': ['Q97UY8', 'Q97UY9', 'Q97UZ0', 'Q97UZ1'], '3.A.1.1.24': ['Q72KX2', 'Q72KX3', 'Q72KX4', 'Q72L52'], '3.A.1.1.30': ['Q88P38', 'Q88P37', 'Q88P36', 'Q88P35'], '3.A.1.1.52': ['Q8YVQ8', 'Q8YU29', 'Q8Z042', 'Q8YMZ3', 'Q8YVZ3'], '3.A.1.2.20': ['G4FGN3', 'G4FGN5', 'G4FGN4'], '3.A.1.2.3': ['P0AAG8', 'P0AEE5', 'P23200'], '3.A.1.2.5': ['O05176', 'O05177', 'P25548'], '4.A.1.1.1': ['P69783', 'P69786', 'C1P5Z7'], '4.A.1.1.10': ['Q9AGA7'], '4.A.1.1.13': ['Q57071'], '4.A.1.1.14': ['Q53922'], '4.A.1.1.18': ['O51590'], '4.A.1.1.9': ['P20166'], '4.A.1.2.18': ['F9XY04'], '4.A.6.1.1': ['P69797', 'P69801', 'P69805'], '4.A.6.1.10': ['Q04GK1', 'Q04GK0', 'Q04GJ9'], '4.A.6.1.15': ['Q7BC72', 'Q7BC71', 'Q7BC70'], '4.A.6.1.27': ['Q8RD53', 'Q8RD55', 'Q8RD54'], '4.A.6.1.29': ['Q8Y8V8', 'Q8Y9V9', 'Q8Y8W0', 'Q8Y8W1'], '4.A.6.1.6': ['Q2QKM2', 'Q2QKM3', 'Q2QKM4'], '4.A.6.1.7': ['Q5M5W6', 'Q5M5W7', 'Q5M5W8']}
R_Ex_lactateL		[]		*	False	[]	True		{'1.A.16.2.7': ['SCP04225.1'], '1.A.8.9.14': ['O43315'], '1.A.8.9.2': ['P56627'], '2.A.1.12.2': ['P36035'], '2.A.1.13.1': ['P53985'], '2.A.1.13.11': ['O15375'], '2.A.1.13.12': ['Q7RTX9'], '2.A.1.13.13': ['Q8NCK7'], '2.A.1.13.14': ['Q6ZSM3'], '2.A.1.13.15': ['O15403'], '2.A.1.13.16': ['Q7RTY1'], '2.A.1.13.17': ['Q7RTY0'], '2.A.1.13.5': ['O60669'], '2.A.1.13.6': ['O15427'], '2.A.1.13.7': ['O15374'], '2.A.1.13.9': ['O95907'], '2.A.1.19.14': ['Q8CFZ5'], '2.A.1.19.17': ['Q9Y226'], '2.A.1.19.27': ['Q63ZE4'], '2.A.1.19.33': ['Q6T423'], '2.A.1.19.40': ['Q76M72'], '2.A.1.6.11': ['F8SVK1'], '2.A.1.75.1': ['Q07376'], '2.A.106.1.8': ['Q8EHY3'], '2.A.14.1.1': ['P33231'], '2.A.14.1.2': ['Q46839'], '2.A.14.1.3': ['P71067'], '2.A.14.2.2': ['AOY58527'], '2.A.21.4.1': ['Q8VM88'], '2.A.21.5.3': ['Q8N695'], '2.A.21.5.4': ['Q7T384'], '2.A.21.5.5': ['Q3ZMH1'], '2.A.21.5.6': ['Q1EHB4'], '2.A.21.5.8': ['Q9VLR8'], '2.A.24.2.2': ['O07032'], '2.A.24.3.1': ['P21608'], '2.A.24.3.2': ['Q48769'], '2.A.35.1.2': ['P54571'], '2.A.47.1.8': ['Q21339'], '2.A.56.3.3': ['Q8YSQ8', 'Q8YSQ7', 'Q8YSQ6']}
R_Ex_O2		[]		*	False	[]	True		{'1.A.8.11.3': ['P61837'], '3.D.4.2.1': ['Q5SJ79', 'Q5SJ80', 'P82543']}
R_Ex_glutamine		[]		*	False	[]	True		{'1.A.24.1.1': ['P08050'], '1.B.2.1.1': ['P10332'], '1.B.39.1.3': ['Q9HWW1'], '1.B.49.1.1': ['Q6YK26'], '1.V.1.1.1': ['P46078', 'P46079', 'K7VSJ1'], '2.A.1.2.83': ['Q1CZY0'], '2.A.1.48.3': ['Q09752'], '2.A.1.48.4': ['O59726'], '2.A.1.53.10': ['I7I0I4'], '2.A.1.53.11': ['I7HKT5'], '2.A.1.53.12': ['I7I571'], '2.A.1.53.13': ['I7I5G1'], '2.A.1.53.14': ['I7I1R6'], '2.A.1.53.5': ['Q9VS47'], '2.A.1.53.8': ['I7I0H5'], '2.A.1.53.9': ['I7HQW2'], '2.A.1.62.2': ['C3WVU9'], '2.A.112.1.1': ['P51811'], '2.A.120.1.11': ['V1CIA4'], '2.A.120.1.9': ['P37520'], '2.A.18.10.1': ['Q8NE00'], '2.A.18.10.2': ['C4LSN3'], '2.A.18.10.3': ['C6LXJ3'], '2.A.18.2.1': ['Q42400'], '2.A.18.2.10': ['Q9FF99'], '2.A.18.2.3': ['Q39134'], '2.A.18.2.4': ['P92934'], '2.A.18.2.5': ['O80592'], '2.A.18.2.7': ['Q38967'], '2.A.18.5.2': ['P47082'], '2.A.18.5.4': ['Q9H598'], '2.A.18.6.1': ['Q9JM15'], '2.A.18.6.10': ['P38176'], '2.A.18.6.11': ['Q8IZM9'], '2.A.18.6.12': ['A6NNN8'], '2.A.18.6.13': ['Q9NVC3'], '2.A.18.6.14': ['Q9H2H9'], '2.A.18.6.15': ['Q8WUX1'], '2.A.18.6.16': ['Q9HBR0'], '2.A.18.6.17': ['Q969I6'], '2.A.18.6.18': ['Q08AI6'], '2.A.18.6.19': ['P40501'], '2.A.18.6.2': ['Q9DCP2'], '2.A.18.6.20': ['P39981'], '2.A.18.6.3': ['Q99624'], '2.A.18.6.5': ['Q96QD8'], '2.A.18.6.6': ['P40074'], '2.A.18.6.8': ['A2VCW5'], '2.A.18.7.1': ['P36062'], '2.A.18.7.2': ['P50944'], '2.A.18.7.3': ['Q10074'], '2.A.18.8.1': ['Q8K4D3'], '2.A.18.8.2': ['Q8BHK3'], '2.A.18.8.3': ['Q9VT04'], '2.A.18.8.4': ['Q495N2'], '2.A.18.8.5': ['Q6YBV0'], '2.A.18.8.6': ['Q495M3'], '2.A.18.8.7': ['Q7Z2H8'], '2.A.18.8.8': ['P34479'], '2.A.18.9.1': ['Q8NBW4'], '2.A.22.2.13': ['Q9W4C5'], '2.A.22.2.8': ['Q6VS78'], '2.A.22.2.9': ['B2ZXL8'], '2.A.22.6.1': ['Q64093'], '2.A.22.6.8': ['Q9NP91'], '2.A.22.6.9': ['R4N225'], '2.A.23.2.9': ['Q21353'], '2.A.23.3.2': ['P51912'], '2.A.23.3.3': ['Q15758'], '2.A.25.1.9': ['W0WFC6'], '2.A.3.10.14': ['P43548'], '2.A.3.10.17': ['Q8J266'], '2.A.3.10.19': ['P38090'], '2.A.3.10.24': ['Q59YT0'], '2.A.3.10.26': ['Q59NZ6'], '2.A.3.10.28': ['O60170'], '2.A.3.10.5': ['P48813'], '2.A.3.10.7': ['P25376'], '2.A.3.15.2': ['Q9HJ13'], '2.A.3.15.3': ['Q97YX9'], '2.A.3.3.10': ['Q8WY07'], '2.A.3.3.11': ['Q9SHH0'], '2.A.3.3.12': ['O64759'], '2.A.3.3.13': ['Q9ASS7'], '2.A.3.3.14': ['Q8W4K3'], '2.A.3.3.16': ['Q9L100'], '2.A.3.3.22': ['Q8R706'], '2.A.3.3.3': ['Q84MA5'], '2.A.3.3.4': ['Q9LZ20'], '2.A.3.3.8': ['P52569'], '2.A.3.4.7': ['Q9KZF1'], '2.A.3.6.1': ['O28661'], '2.A.3.6.3': ['Q58026'], '2.A.3.8.1': ['Q63016'], '2.A.3.8.13': ['P63115'], '2.A.3.8.14': ['Q8VIE6'], '2.A.3.8.19': ['P82251'], '2.A.3.8.2': ['O13020'], '2.A.3.8.20': ['Q9UHI5'], '2.A.3.8.21': ['Q9NS82'], '2.A.3.8.22': ['Q9UM01'], '2.A.3.8.23': ['Q92536'], '2.A.3.8.25': ['Q01650'], '2.A.3.8.27': ['Q22397'], '2.A.3.8.29': ['F1R8V8'], '2.A.3.8.3': ['Q26594'], '2.A.3.8.30': ['C3N8F9'], '2.A.3.8.32': ['D3DMK0'], '2.A.3.8.6': ['Q9WVR6'], '2.A.3.8.7': ['Q9R0S5'], '2.A.3.8.9': ['Q19834'], '2.A.3.9.3': ['P49940'], '2.A.42.1.5': ['Q5NFU3'], '2.A.42.1.7': ['F0LJG4'], '2.A.43.2.10': ['747073561'], '2.A.43.2.11': ['823139245'], '2.A.43.2.3': ['Q12010'], '2.A.43.2.7': ['P38279'], '2.A.43.2.8': ['Q06328'], '2.A.66.4.3': ['P0AF16'], '2.A.7.3.2': ['P31125'], '2.A.7.3.22': ['p0aa70'], '2.A.7.3.58': ['Q31PG5'], '2.A.7.3.66': ['D7A5Q8'], '2.A.7.3.67': ['Q6SJ76'], '2.A.7.36.1': ['859100585'], '2.A.7.4.6': ['Q9LPF1'], '2.A.75.1.3': ['P64711'], '2.A.76.1.11': ['D5FKJ1'], '2.A.76.1.3': ['P75693'], '2.A.76.1.6': ['Q3J2V9'], '2.A.76.1.7': ['G4NW86'], '2.A.76.1.8': ['G4NXW2'], '2.A.95.1.7': ['P25743'], '3.A.1.3.12': ['P73544', 'P73721'], '3.A.1.3.18': ['Q8YPM7', 'Q8YPM8', 'Q8YPM9'], '3.A.1.3.19': ['Q88NY2', 'Q88NY3', 'Q88NY4', 'Q88NY5'], '3.A.1.3.2': ['P0AEQ3', 'P0AEQ6', 'P10346'], '3.A.1.3.22': ['Q9I402', 'Q9I403', 'Q9I404', 'Q9I405'], '3.A.1.3.24': ['Q9F3K5', 'Q9F3K6', 'Q9F3K7'], '3.A.1.3.25': ['Q9CES4', 'Q9CES5'], '3.A.1.3.26': ['P45766', 'P45767', 'P45768', 'P45769'], '3.A.1.3.28': ['B8F896', 'B8F897', 'B8F898'], '3.A.1.3.7': ['Q52663', 'Q52664', 'Q52665', 'Q52666'], '3.A.1.3.8': ['Q52812', 'Q52813', 'Q52814', 'Q52815'], '3.A.1.4.3': ['Q8VM83', 'Q8VM84', 'Q8VM85', 'Q9L3M3'], '9.B.75.2.1': ['P76555']}
R_Ex_Palmitate		[]		*	False	[]	True		{'1.A.62.2.2': ['I7MT28'], '1.A.8.9.2': ['P56627'], '1.B.9.1.5': ['CAE32290.1'], '2.A.1.13.1': ['P53985'], '2.A.1.13.11': ['O15375'], '2.A.1.13.12': ['Q7RTX9'], '2.A.1.13.13': ['Q8NCK7'], '2.A.1.13.14': ['Q6ZSM3'], '2.A.1.13.15': ['O15403'], '2.A.1.13.16': ['Q7RTY1'], '2.A.1.13.17': ['Q7RTY0'], '2.A.1.13.5': ['O60669'], '2.A.1.13.6': ['O15427'], '2.A.1.13.7': ['O15374'], '2.A.1.19.27': ['Q63ZE4'], '2.A.1.19.33': ['Q6T423'], '2.A.1.19.40': ['Q76M72'], '2.A.1.3.20': ['Q9RQ29'], '2.A.1.75.1': ['Q07376'], '2.A.118.1.4': ['C9NXL0'], '2.A.126.1.16': ['Q94A32'], '2.A.126.2.4': ['Q93V66'], '2.A.21.5.6': ['Q1EHB4'], '2.A.21.5.8': ['Q9VLR8'], '2.A.29.3.1': ['P10861'], '2.A.29.3.2': ['P25874'], '2.A.29.4.3': ['P23641'], '2.A.56.3.3': ['Q8YSQ8', 'Q8YSQ7', 'Q8YSQ6'], '2.A.6.2.5': ['P43505', 'Q51006', 'Q51073'], '2.A.7.1.1': ['P14319'], '2.A.77.1.2': ['Q45153'], '2.A.90.3.3': ['K1QQE6'], '3.A.1.201.1': ['P08183'], '3.A.1.203.1': ['P28288'], '3.A.1.203.10': ['I7MJ28', 'I7LWG7'], '3.A.1.203.11': ['P31826'], '3.A.1.203.15': ['F1RBC8'], '3.A.1.203.3': ['P33897'], '3.A.1.203.5': ['Q94FB9'], '3.A.1.203.6': ['P41909', 'P34230'], '3.A.1.203.7': ['Q9UBJ2'], '3.A.1.211.20': ['Q9FLT5'], '4.C.1.1.1': ['Q91VE0'], '4.C.1.1.10': ['Q6P1M0'], '4.C.1.1.11': ['Q9Y2P4'], '4.C.1.1.12': ['Q5K4L6'], '4.C.1.1.13': ['Q9Y2P5'], '4.C.1.1.14': ['Q9XIA9'], '4.C.1.1.16': ['P31119'], '4.C.1.1.17': ['Q2L7E6'], '4.C.1.1.2': ['P38225'], '4.C.1.1.3': ['O05307'], '4.C.1.1.4': ['P69451'], '4.C.1.1.5': ['O14975'], '4.C.1.1.7': ['Q42524'], '4.C.1.1.8': ['Q4LDG0'], '4.C.1.1.9': ['Q6PCB7'], '9.A.70.1.1': ['P00505'], '9.A.76.1.10': ['RJU95109.1'], '9.A.76.1.2': ['RCK63797.1'], '9.A.76.1.3': ['WP_110860854  '], '9.A.76.1.5': ['XP_001023477.2'], '9.A.76.1.7': ['ATV93525.1'], '9.A.76.1.8': ['WP_090852276.1'], '9.A.76.1.9': ['WP_112939848.1'], '9.B.39.1.4': ['P16671']}
