MetaCycId	NcbiId	Uniprot	Accessions	Names	Product	Product_types
|GQT-5776|	829382		['AT4G32470']	['QCR7-1', 'AT4G32470']	['|MONOMERQT-2770|']	[]
|EG11292|			['b3003', 'ECK2997']	['b3003', 'yghA', 'ECK2997']	['|EG11292-MONOMER|']	[]
|G-15929|	1452543		['MJ1634']	['mptE', 'MJ1634']	['|MONOMER-17934|']	[]
|EG12381|			['b2676', 'ECK2670']	['ECK2670', 'nrdF', 'b2676', 'ygaD']	['|NRDF-MONOMER|']	[]
|GQT-5777|			['At3g52730']	['At3g52730', 'QCR9']	['|MONOMERQT-2772|']	[]
|G-3782|			[]	['6DCS_SOYBN']	['|MONOMER-4702|']	['|ENZYME|']
|G-11895|			[]	['VBPO1']	['|MONOMER-15511|']	[]
|G-17797|			['IbF6H2-1-1']	['IbF6H2-1-1', "C2'H"]	['|MONOMER-18295|']	[]
|EG11121|			['b1253', 'ECK1247']	['ECK1247', 'b1253', 'yciA']	['|EG11121-MONOMER|']	[]
|G-11937|			[]	['GABA-TP2']	['|MONOMER-15562|']	[]
|G-12407|			[]	['dhpG']	['|MONOMER-16101|']	[]
|G-58151|			[]	['LOS']	['|MONOMER-20363|']	[]
|G-12278|			[]	['ptxD']	['|MONOMER-15968|']	[]
|EG12015|			['b2134', 'ECK2127']	['yohB', 'pbpG', 'b2134', 'ECK2127']	['|EG12015-MONOMER|']	[]
|G-58137|			[]	['crtYc']	['|MONOMER-20349|']	[]
|G-63044|			[]	['mycA3']	['|MONOMER-20785|']	[]
|EG11045|			['b3831', 'ECK3825']	['udp', 'ECK3825', 'b3831']	['|URPHOS-MONOMER|']	[]
|YGR177C|			['YGR177C']	['YGR177C', 'ATF2']	['|YGR177C-MONOMER|']	[]
|G-1421|			[]	['at2g19450', 'TAG1']	['|MONOMER-2081|']	[]
|HS08619|			[]	['IP6K3', 'INSP6K3', 'IHPK3']	['|HS08619-MONOMER|']	[]
|EG10135|	944775		['b0033', 'ECK0034']	['ECK0034', 'carB', 'pyrA', 'b0033', 'cap']	['|CARBPSYN-LARGE|']	[]
|G-381|			[]	['mtaB']	['|MTABMBARK-MONOMER|']	[]
|EG10556|			['b4032', 'ECK4024']	['malG', 'ECK4024', 'b4032']	['|MALG-MONOMER|']	[]
|G-14888|	4940588		['SACE_0727']	['SACE_0727', 'eryBII']	['|MONOMER-17085|']	[]
|G-11269|			[]	['nagG']	['|MONOMER-14766|']	[]
|G-12326|	1483478		['AF0263']	['ipct/dipps', 'AF0263']	['|MONOMER-16017|']	[]
|G-10240|	5098569		[]	['narI']	['|MONOMER-13450|']	['|ENZYME|']
|HS14553|			[]	['DKFZp762O076', 'TMEM55A']	['|HS14553-MONOMER|']	[]
|G-44623|	1237167		['SM_b21170']	['nitR', 'SM_b21170', 'phnN']	['|MONOMER-19924|']	[]
|G-11790|			[]	['SMT2-2']	['|MONOMER-15392|']	[]
|G-44695|			['SA1195']	['SA1195', 'msrR']	['|MONOMER-19995|']	[]
|EG10422|			['b0104', 'ECK0104']	['b0104', 'ECK0104', 'guaC']	['|GMP-REDUCT-MONOMER|']	[]
|G-80677|			['BLX42_10690']	['pinA', 'BLX42_10690']	['|MONOMER-21161|']	[]
|G-44667|			[]	['tarO']	['|MONOMER-19967|']	[]
|G-12446|	897137		['TM_0237']	['murE', 'TM_0237']	['|MONOMER-16146|']	[]
|G2T-7811|			['HORVU1Hr1G007900']	['HORVU1Hr1G007900', 'CYP79A12']	['|G2T-7811-MONOMER|']	[]
|G-5241|			[]	['PM2', 'CYP71D15']	['|MONOMER-6761|']	['|ENZYME|']
|G-2969|			[]	['mauB']	['|MONOMER-3909|']	['|ENZYME|']
|BSU38510|			['BSU38510']	['ipa-4r', 'dltB', 'BSU38510']	['|BSU38510-MONOMER|']	[]
|G-11801|			[]	['CURS1']	['|MONOMER-15409|']	[]
|G-10099|			[]	['bchE']	['|MONOMER-13265|']	['|ENZYME|']
|G-188|	877080		[]	['atpF']	['|MONOMER-536|']	[]
|HS03819|	1716		[]	['DGUOK', 'DGK']	['|HS03819-MONOMER|']	[]
|EG10032|			['b0474', 'ECK0468']	['b0474', 'plsA', 'dnaW', 'adk', 'ECK0468']	['|ADENYL-KIN-MONOMER|']	[]
|AT4G21990|			[]	['At4g21990', 'APR3']	['|AT4G21990-MONOMER|']	[]
|G-7924|			[]	['BSMT1']	['|MONOMER-10582|']	['|ENZYME|']
|G-10624|			[]	['dhbF']	['|MONOMER-13922|', '|MONOMER-13921|']	['|ENZYME|']
|EG10064|	948464		['b3959', 'ECK3950']	['b3959', 'ECK3950', 'argB']	['|ACETYLGLUTKIN-MONOMER|']	[]
|G185E-6745|	888562		['Rv2509']	['Rv2509', 'Probable short-chain type dehydrogenase/reductase']	['|G185E-6745-MONOMER|']	[]
|G-5701|			[]	["HI4'OMT"]	['|MONOMER-5148|']	['|ENZYME|']
|EG10470|			['b0974', 'ECK0965']	['ECK0965', 'b0974', 'hyaC', 'cybH']	['|HYAC-MONOMER|']	[]
|HS08750|	148789		[]	['B3GALNT2']	['|ENSG00000162885-MONOMER|']	[]
|G6461|			['b0878', 'ECK0869']	['ECK0869', 'ybjY', 'b0878', 'macA']	['|MACA|']	[]
|G-10934|			[]	['lipF', 'GLG6']	['|MONOMER-14342|']	[]
|G-15989|			[]	['A3GT', 'UF3GT1']	['|MONOMER-18000|']	[]
|G-138|			[]	['atpB']	['|MONOMER-682|']	[]
|G-17873|			[]	['gedh']	['|MONOMER-18374|']	[]
|HS13177|	80025		[]	['C20orf48', 'PANK2']	['|HS13177-MONOMER|']	[]
|G3O-4124|			['YMR165C']	['YMR165C', 'PAH1', 'SMP2']	['|G3O-32855-MONOMER|']	[]
|EG10994|			['b1238', 'ECK1233']	['tdk', 'b1238', 'ECK1233']	['|TDK-MONOMER|']	[]
|G-58138|			['BLSMQ_3110']	['BLSMQ_3110', 'crtYd']	['|MONOMER-20350|']	[]
|AT1G68000|			[]	['AtPIS1', 'At1g68000']	['|AT1G68000-MONOMER|']	[]
|G-17967|			['ALOHA_HF130_AEPn_1_06c']	['phnZ', 'ALOHA_HF130_AEPn_1_06c']	['|MONOMER-18485|']	[]
|G-12164|			[]	['lodA']	['|MONOMER-15838|']	[]
|HS13020|	116461		[]	['C1orf19', 'TSEN15', 'SEN15']	['|HS13020-MONOMER|']	[]
|G-54965|			[]	['wbiP']	['|MONOMER-20080|']	[]
|G-742|			[]	['At5g01220', 'SQD2']	['|MONOMER-1202|']	[]
|HS03904|	8869		[]	['ST3GAL5', 'UNQ2510/PRO5998', 'SIAT9']	['|HS03904-MONOMER|']	[]
|G-27143|			[]	['CYP71CB1']	['|MONOMER-18668|']	[]
|EG11529|			['b3933', 'ECK3925']	['b3933', 'msgA', 'ftsN', 'ECK3925']	['|EG11529-MONOMER|']	[]
|G-12238|			[]	['sdgD']	['|MONOMER-15921|']	[]
|G-360|			[]	['cdhD', 'cdhD1']	['|CDHDMSARC-MONOMER|']	[]
|EG10414|	944817		['b0238', 'ECK0239']	['gxu', 'gpt', 'ECK0239', 'b0238', 'gpp', 'glyD']	['|GPT-MONOMER|']	[]
|G-15273|	1083024		['NE2063']	['amoA2', 'NE2063']	['|MONOMER-3741|']	[]
|G-43708|	950403		[]	['lic1D', 'licD', 'HI_1540']	['|MONOMER-18962|']	[]
|YMR020W|	855034		[]	['FMS1']	['|YMR020W-MONOMER|']	['|ENZYME|']
|EG11223|	948463		['b3960', 'ECK3951']	['ECK3951', 'argH', 'b3960']	['|ARGSUCCINLYA-MONOMER|']	[]
|G-80686|	4714573		[]	['ddhB']	['|MONOMER-21170|']	[]
|EG10332|			['b4152', 'ECK4148']	['ECK4148', 'b4152', 'frdC']	['|FUM-MEMB1|']	[]
|G-44043|			[]	['eqxD']	['|MONOMER-19333|']	[]
|G-44749|			[]	['chiC']	['|MONOMER-20053|', '|MONOMER-20052|']	[]
|G-10147|			[]	['dntAc']	['|MONOMER-13335|']	['|ENZYME|']
|G-43699|			[]	['canA', 'fscMII']	['|MONOMER-18953|']	[]
|YGL234W|			[]	['ADE5,7']	['|YGL234W-MONOMER|']	[]
|AT5G66760|			[]	['SDH1', 'at5g66760']	['|AT5G66760-MONOMER|']	[]
|G-10061|			[]	['cobA', 'btuR']	['|MONOMER-13220|']	['|ENZYME|']
|G-55301|			[]	['bmp4']	['|MONOMER-20316|']	[]
|EG10225|			['b0160', 'ECK0159']	['optA', 'dgt', 'ECK0159', 'b0160']	['|DGTPTRIPHYDRO-MONOMER|']	[]
|G-14853|			[]	['oleA1', 'oleAI']	['|MONOMER-17050|']	[]
|G3O-30047|	852152		['YDR539W']	['YDR539W', 'FDC1']	['|G3O-30047-MONOMER|']	[]
|G-10288|			[]	['atzF']	['|MONOMER-13515|']	['|ENZYME|']
|G1I0R-1994|	3921178		['SAOUHSC_02106']	['02106', 'gatD', 'SAOUHSC_02106']	['|G1I0R-1994-MONOMER|']	[]
|HS00614|	9563		[]	['GDH', 'H6PD']	['|HS00614-MONOMER|']	[]
|HS09586|			[]	['GPD1']	['|HS09586-MONOMER|']	[]
|BSU38290|			['BSU38290']	['ipa-26d', 'thiC', 'thiE', 'BSU38290', 'ywbK']	['|BSU38290-MONOMER|']	[]
|G-12250|			[]	['UGAT', 'bpUGAT']	['|MONOMER-15934|']	[]
|G-63033|	837919		['At1g13580']	['At1g13580', 'LOH3']	['|MONOMER-20774|']	[]
|HS02117|	9517		[]	['KIAA0526', 'LCB2', 'SPTLC2']	['|HS02117-MONOMER|']	[]
|G-261|			[]	['linE']	['|LINEPSEPA-MONOMER|']	[]
|EG11332|			['b2498', 'ECK2494']	['uraP', 'upp', 'b2498', 'ECK2494']	['|URACIL-PRIBOSYLTRANS-MONOMER|']	[]
|G-9982|	4808076		[]	['nagA']	['|MONOMER-13103|']	['|ENZYME|']
|HS09659|	1581		[]	['CYP7A1', 'CYP7']	['|HS09659-MONOMER|']	[]
|G-44008|			[]	['TqaA']	['|MONOMER-19297|']	[]
|EG10069|	948774		['b4254', 'ECK4247']	['ECK4247', 'argI', 'b4254']	['|CHAINI-MONOMER|']	[]
|G185E-4777|	888032		['Rv0635']	['Rv0635', '(3R)-hydroxyacyl-ACP dehydratase subunit HadA', 'hadA']	['|G185E-4777-MONOMER|']	[]
|G-11740|			[]	['hzoA']	['|MONOMER-15337|']	[]
|EG10232|			['b0894', 'ECK0885']	['b0894', 'ECK0885', 'dmsA']	['|DMSA-MONOMER|']	[]
|G-10641|			[]	['NAS3']	['|MONOMER-13939|']	['|ENZYME|']
|EG10789|			['b2416', 'ECK2411']	['ECK2411', 'ptsI', 'ctr', 'b2416']	['|PTSI-MONOMER|']	[]
|G-15312|			['BTH_II1930', '3846495']	['3846495', 'BTH_II1930', 'hmqF']	['|MONOMER-17593|']	[]
|G-17879|			[]	['tylMII', 'tylM2']	['|MONOMER-18380|']	[]
|G-8964|			[]	['gdhA']	['|MONOMER-1161|']	['|ENZYME|']
|G-62994|			[]	['stvD']	['|MONOMER-20737|']	[]
|YDL215C|			['YDL215C']	['GDH2', 'glutamate dehydrogenase', 'YDL215C', 'GDH-B', 'GDHB']	['|YDL215C-MONOMER|']	[]
|G-11726|			[]	['pvdYII']	['|MONOMER-15314|']	[]
|EG10220|			['b4383', 'ECK4375']	['deoB', 'ECK4375', 'drm', 'b4383', 'thyR', 'tlr']	['|PPENTOMUT-MONOMER|']	[]
|G-11791|			[]	['bar']	['|MONOMER-15393|']	[]
|G-15277|	1082963		['NE2003']	['norC', 'NE2003']	['|MONOMER-17553|']	[]
|G-58242|	9704879		['MJ1473']	['metE', 'MJ1473']	['|MONOMER-20454|']	[]
|BSU35610|			['BSU35610']	['tuaA', 'BSU35610']	['|MONOMER-20033|']	[]
|YDL052C|			['YDL052C']	['SLC1', 'YDL052C']	['|YDL052C-MONOMER|']	[]
|G-18|			[]	['dat']	['|MONOMER-19|']	[]
|G-10732|			[]	['chln', 'chloronerva']	['|MONOMER-14045|']	['|ENZYME|']
|G-10073|	25106		[]	['Rgn', 'Smp30']	['|MONOMER-13233|']	['|ENZYME|']
|G-350|			[]	['fwdC']	['|FWDCMAUTO-MONOMER|']	[]
|EG10241|			[]	['groPA', 'grpF', 'groPF', 'b0014', 'grpC', 'seg', 'groPAB', 'groP', 'dnaL', 'dnaK', 'groPC']	['|EG10241-MONOMER|']	['|FACTOR|']
|G-34617|	5396405		[]	['CLB_0809', 'bcmB']	['|MONOMER-18908|']	[]
|HS08354|			[]	['SYNJ1', 'KIAA0910', 'INPP5G']	['|HS08354-MONOMER|']	[]
|G6358|			['b0651', 'ECK0644']	['ybeK', 'rihA', 'b0651', 'ECK0644']	['|G6358-MONOMER|']	[]
|HS13920|			[]	['AD1', 'APP', 'A4']	['|ENSG00000142192-MONOMER|']	[]
|G-8992|	3480779		[]	['PFL_0186', 'gabT']	['|MONOMER-11537|']	[]
|G-9493|			[]	['Ss5MaT2']	['|MONOMER-12281|']	['|ENZYME|']
|EG10065|	948455		['b3958', 'ECK3949']	['Arg2', 'b3958', 'argC', 'ECK3949']	['|N-ACETYLGLUTPREDUCT-MONOMER|']	[]
|AT1G69720|			[]	['HO3']	['|AT1G69720-MONOMER|']	[]
|EG10132|			['b4132', 'ECK4126']	['cadB', 'b4132', 'ECK4126']	['|CADB-MONOMER|']	[]
|G-9544|			[]	['AAE']	['|MONOMER-12399|']	['|ENZYME|']
|HS00017|	25834		[]	['GNTIVH', 'MGAT4C']	['|HS00017-MONOMER|']	[]
|G-27190|			[]	['FS']	['|MONOMER-18716|']	[]
|AT2G20610|			['AT2G20610']	['SUR1', 'AT2G20610']	['|AT2G20610-MONOMER|']	['|ENZYME|']
|G-12149|			[]	['CS']	['|MONOMER-15824|']	[]
|G1G01-1342|	1042470		[]	['PP_1255', 'lhpB']	['|G1G01-1342-MONOMER|']	[]
|HS07729|	4718		[]	['NDUFC2', 'HLC1']	['|HS07729-MONOMER|']	[]
|HS03371|	10988		[]	['P67EIF2', 'METAP2', 'MNPEP']	['|HS03371-MONOMER|']	[]
|EG11265|			['b0910', 'ECK0901']	['b0910', 'ycaG', 'ECK0901', 'cmk', 'ycaF', 'mssA']	['|CMPKI-MONOMER|']	[]
|G-44410|	1008114		['CT1776']	['bchV', 'CT1776']	['|MONOMER-19706|']	[]
|G-11676|			[]	['pon1']	['|MONOMER-15251|']	[]
|G-318|			[]	['bioF']	['|BIOFBACSU-MONOMER|']	[]
|G2T-7807|			['HORVU1Hr1G007810']	['UGT85F22', 'HORVU1Hr1G007810']	['|G2T-7807-MONOMER|']	[]
|HS04619|	35		[]	['SCAD', 'ACADS']	['|HS04619-MONOMER|']	[]
|G-14944|			[]	['amtA']	['|MONOMER-17152|']	[]
|HS11959|	337876		[]	['CHSY3', 'CSS3', 'CHSY2']	['|HS11959-MONOMER|']	[]
|G-271|			[]	['psbC']	['|PSBCCOTE-MONOMER|']	[]
|HS08195|	4323		[]	['MMP14', 'MTMMP1', 'MT1-MMP', 'MMP-X1']	['|ENSG00000157227-MONOMER|']	[]
|G-58747|	1460327		[]	['STK_22450', 'ST2245']	['|MONOMER-20590|']	[]
|G-80598|			[]	['clbM']	['|MONOMER-21080|']	[]
|EG10137|			['b2143', 'ECK2136']	['cdd', 'ECK2136', 'b2143']	['|CYTIDEAM-MONOMER|']	[]
|G-11330|			[]	['GBS']	['|MONOMER-14864|']	[]
|G-10742|	1798434		[]	['glnS']	['|MONOMER-14055|']	['|ENZYME|']
|AT4G30950|			[]	['FAD6', 'At4g30950']	['|AT4G30950-MONOMER|']	[]
|EG11286|	948456		['b3957', 'ECK3948']	['b3957', 'argE', 'ECK3948']	['|ACETYLORNDEACET-MONOMER|']	[]
|G185E-4778|	888031		['RV0636']	['hadB', 'RV0636']	['|G185E-4778-MONOMER|']	[]
|HS03480|	4121		[]	['MAN1A1', 'MAN9', 'HUMM3', 'HUMM9']	['|HS03480-MONOMER|']	[]
|G7114|			['b2075', 'ECK2071']	['mdtB', 'b2075', 'yegN', 'ECK2071']	['|B2075-MONOMER|']	[]
|YNL037C|			[]	['IDH1']	['|YNL037C-MONOMER|']	['|ENZYME|']
|EG12240|			['b3513', 'ECK3497']	['ECK3497', 'yhiU', 'mdtE', 'b3513']	['|EG12240-MONOMER|']	[]
|G-44444|			[]	['sibC']	['|MONOMER-19740|']	[]
|G-58149|			[]	['pcp']	['|MONOMER-20361|']	[]
|G-10977|			[]	['tecA2']	['|MONOMER-14391|']	[]
|G-12675|			[]	['AB006853']	['|MONOMER-16405|']	[]
|BSU39720|			['BSU39720']	['iolE', 'BSU39720', 'yxdE']	['|BSU39720-MONOMER|']	[]
|G-17826|			[]	['tpdC']	['|MONOMER-18325|']	[]
|EG20098|	946624		['b0125', 'ECK0124']	['b0125', 'ECK0124', 'hpt']	['|HYPOXANPRIBOSYLTRAN-MONOMER|']	[]
|HS03825|			[]	['KIAA0981', 'PIP5K3', 'PIKFYVE']	['|HS03825-MONOMER|']	[]
|G185E-5353|	886063		['Rv1184c']	['Rv1184c', 'chp2']	['|G185E-5353-MONOMER|']	[]
|SYNPCC7942_0098|	3773438		[]	['pyk']	['|SYNPCC7942_0098-MONOMER|']	[]
|G-12339|			[]	['C2']	['|MONOMER-16036|']	[]
|G-55178|			[]	['wsluc1']	['|MONOMER-20294|']	[]
|BSU38760|			['BSU38760']	['yxkK', 'BSU38760', 'cydA']	['|BSU38760-MONOMER|']	[]
|HS00926|	8692		[]	['HYAL2', 'LUCA2']	['|HS00926-MONOMER|']	[]
|G-44083|			[]	['ntdAd']	['|MONOMER-13330|']	[]
|G-63005|			[]	['cxm24']	['|MONOMER-20748|']	[]
|G-80635|			['APE_2089']	['APE_2089', 'acnX-2']	['|MONOMER-21120|']	[]
|EG11441|			['b3498', 'ECK3483']	['b3498', 'opdA', 'prlC', 'ECK3483']	['|EG11441-MONOMER|']	[]
|G-10518|			[]	['GES']	['|MONOMER-13787|']	[]
|G-80647|			['PAJ_3037']	['hilB', 'PAJ_3037']	['|MONOMER-21132|']	[]
|EG11082|			['b0030', 'ECK0031']	['rihC', 'ECK0031', 'yaaF', 'b0030']	['|EG11082-MONOMER|']	[]
|YFR019W|	850574		[]	['FAB1']	['|YFR019W-MONOMER|']	[]
|AT2G23260|	AT2G23260		[]	['UGT84B1']	['|AT2G23260-MONOMER|']	['|ENZYME|']
|G-11366|			[]	['TPS23']	['|MONOMER-14914|']	[]
|EG10134|	949025		['b0032', 'ECK0033']	['ECK0033', 'arg', 'carA', 'pyrA', 'b0032', 'cap']	['|CARBPSYN-SMALL|']	[]
|G-14862|			[]	['oleI']	['|MONOMER-17059|']	[]
|EG10059|			['b4460', 'ECK1897']	['ECK1897', 'b1898', 'b4460', 'b1899', 'araH']	['|ARAH-MONOMER|']	[]
|AT5G03860|			[]	['MLS']	['|AT5G03860-MONOMER|']	[]
|G-118|			[]	['ndhC']	['|MONOMER-963|']	[]
|G-12763|			[]	['cbh1']	['|MONOMER-16499|']	[]
|G-15355|			[]	['cbh1']	['|MONOMER-17641|']	[]
|HS13795|			[]	['SETD1B', 'KMT2G', 'KIAA1076', 'SET1B']	['|HS13795-MONOMER|']	[]
|G-11595|	1470776		[]	['MTH1691']	['|MONOMER-15156|']	[]
|AT1G16410|			['At1g16410']	['At1g16410', 'CYP79F1']	['|AT1G16410-MONOMER|']	[]
|G-12192|			[]	['suyB', 'Csal_1766']	['|MONOMER-15870|']	[]
|EG10650|			['b2518', 'ECK2514']	['b2518', 'ndk', 'ECK2514']	['|NUCLEOSIDE-DIP-KIN-MONOMER|']	[]
|G-16051|			[]	['novL']	['|MONOMER-18056|']	[]
|HS03105|	55163		[]	['PNPO']	['|HS03105-MONOMER|']	[]
|G-14503|			[]	['CHIT1']	['|MONOMER-16645|']	[]
|G185E-6317|	888788		['Rv2111c']	['pup', 'Rv2111c']	['|G185E-6317-MONOMER|']	[]
|G-10155|			[]	['cnbZ']	['|MONOMER-13346|']	['|ENZYME|']
|G-9598|			[]	['surC', 'aprB']	['|MONOMER-12499|']	['|ENZYME|']
|VC1579|			[]	['vibF']	['|MONOMER-15206|', '|VC1579-MONOMER|']	[]
|G-34628|			[]	['argE']	['|MONOMER-18919|']	[]
|G-12723|			[]	['cooF']	['|MONOMER-16455|']	[]
|HS06274|	2592		[]	['GALT']	['|HS06274-MONOMER|']	[]
|YCL050C|			[]	['APA1']	['|YCL050C-MONOMER|']	[]
|EG10039|			['b1982', 'ECK1977']	['ECK1977', 'amn', 'b1982']	['|AMP-NUCLEOSID-MONOMER|']	[]
|G-16016|	6251861		['Npun_F2464']	['Npun_F2464', 'hphA']	['|MONOMER-18023|']	[]
|G-14953|			[]	['sap']	['|MONOMER-17161|']	[]
|G-11866|			[]	['vanC1']	['|MONOMER-15483|']	[]
|EG10063|	947289		['b2818', 'ECK2814']	['Arg1', 'ECK2814', 'Arg2', 'argA', 'b2818']	['|N-ACETYLTRANSFER-MONOMER|']	[]
|G185E-4779|	888019		['Rv0637']	['Rv0637', 'hadC', '(3R)-hydroxyacyl-ACP dehydratase subunit HadC']	['|G185E-4779-MONOMER|']	[]
|G-17838|			[]	['auaH']	['|MONOMER-18338|']	[]
|G6643|			['b1296', 'ECK1291']	['ycjJ', 'b1296', 'puuP', 'ECK1291']	['|B1296-MONOMER|']	[]
|G-10902|			[]	['madF']	['|MONOMER-14282|']	[]
|G6322|			['b0574', 'ECK0566']	['ECK0566', 'ylcD', 'cusB', 'b0574']	['|G6322-MONOMER|']	[]
|G185E-6921|	887396		['Rv2673']	['aftC', 'Rv2673']	['|G185E-6921-MONOMER|']	[]
|HS03892|	3488		[]	['IGFBP5', 'IBP5']	['|ENSG00000115461-MONOMER|']	[]
|G-44484|			[]	['ind4']	['|MONOMER-19780|']	[]
|G-14759|	9963664		['REQ_07160']	['REQ_07160', 'ipdB']	['|MONOMER-16940|']	[]
|HS12604|	23474		[]	['HSCO', 'ETHE1']	['|ENSG00000105755-MONOMER|']	[]
|G-10011|			[]	['AOD1']	['|MONOMER-13165|']	['|ENZYME|']
|EG12030|			['b2162', 'ECK2155']	['b2162', 'ECK2155', 'rihB', 'yeiK']	['|EG12030-MONOMER|']	[]
|G-17874|			[]	['tylGI']	['|MONOMER-18375|']	[]
|G-512|			[]	['cmtAb']	['|MONOMER-342|']	[]
|G-27198|	1236771		[]	['uxs1', 'SM_b20458']	['|MONOMER-18725|']	[]
|G-227|			[]	['porD']	['|MONOMER-426|']	[]
|HS12099|	54165		[]	['DCUN1D1', 'RP42', 'DCUN1L1', 'SCCRO']	['|ENSG00000043093-MONOMER|']	[]
|G-58273|			['ABAYE1026']	['ABAYE1026', 'dat']	['|MONOMER-20484|']	[]
|AT5G15770|		Q9LFU9	[]	['GNA1']	['|AT5G15770-MONOMER|']	[]
|HS07821|	55301		[]	['THEDC1', 'OLAH']	['|HS07821-MONOMER|']	[]
|G-10569|			[]	['AB181292']	['|MONOMER-13855|']	['|ENZYME|']
|EG10955|			['b3129', 'ECK3117']	['ECK3117', 'prlF', 'prlFA', 'sohA', 'b3129']	['|EG10955-MONOMER|']	[]
|G-43928|	8253515		[]	['hepB']	['|MONOMER-19211|']	[]
|G-10585|	5331839		[]	['crtM']	['|MONOMER-13873|']	['|ENZYME|']
|EG10420|			['b2507', 'ECK2503']	['guaA', 'b2507', 'ECK2503']	['|GMP-SYN-MONOMER|']	[]
|EG11603|			['b3054', 'ECK3044']	['ECK3044', 'b3054', 'ygiF']	['|EG11603-MONOMER|']	[]
|G-10987|			[]	['tecB']	['|MONOMER-14401|']	[]
|G-17935|			[]	['pmxE']	['|MONOMER-18446|']	[]
|EG11628|			['b0860', 'ECK0851']	['ECK0851', 'b0860', 'artJ']	['|ARTJ-MONOMER|']	[]
|G-44017|			[]	['TqaE']	['|MONOMER-19307|']	[]
|G6378|			['b0709', 'ECK0698']	['ybgH', 'dtpD', 'ECK0698', 'b0709']	['|B0709-MONOMER|']	[]
|G-11403|			[]	['dss']	['|MONOMER-14954|']	[]
|G-12248|			[]	['sta']	['|MONOMER-15932|']	[]
|G-63074|			[]	['pedF']	['|MONOMER-20814|']	[]
|G185E-7821|	888091		['Rv3544c']	['Rv3544c', 'fadE28', 'chsE1']	['|G185E-7821-MONOMER|']	[]
|YER061C|			['YER061C']	['YER061C', 'CEM1']	['|YER061C-MONOMER|']	[]
|G-17752|			[]	['mvaE']	['|MONOMER-18244|']	[]
|G-9354|			[]	['pGUT8']	['|MONOMER-12084|']	['|ENZYME|']
|G-237|			[]	['hydC']	['|MONOMER-263|']	[]
|EG11701|			['b2066', 'ECK2060']	['b2066', 'udk', 'ECK2060']	['|UDK-MONOMER|']	[]
|HS00375|	55349		[]	['CHDH']	['|HS00375-MONOMER|']	[]
|G-17794|			[]	['CHS-A']	['|MONOMER-18290|']	[]
|G-80414|			['HMPREF0179_02714']	['HMPREF0179_02714', 'islA']	['|MONOMER-20851|']	[]
|G2T-7803|			['HORVU1Hr1G007420']	['CYP71U5', 'HORVU1Hr1G007420']	['|G2T-7803-MONOMER|']	[]
|G-12771|			[]	['dmoA']	['|MONOMER-16507|']	[]
|G-11454|	116682		[]	['Kynu']	['|MONOMER-15007|']	[]
|BSU35680|			['BSU35680']	['BSU35680', 'ggaB']	['|BSU35680-MONOMER|']	[]
|G-80609|			['CD30_00050']	['pydD', 'CD30_00050']	['|MONOMER-21091|']	[]
|AT1G48140|			[]	['DPMS3']	['|AT1G48140-MONOMER|']	[]
|G-12490|	1253603		['STM2082']	['rfbP', 'STM2082', 'wbaP']	['|MONOMER-16196|']	[]
|G-44304|			[]	['Stl-450']	['|MONOMER-19602|']	[]
|EG10965|			['b3648', 'ECK3638']	['gmk', 'b3648', 'ECK3638', 'spoR']	['|GUANYL-KIN-MONOMER|']	[]
|G-490|			[]	['cobH']	['|MONOMER-115|']	['|ENZYME|']
|G-44094|			[]	['pks1', 'tropA']	['|MONOMER-19385|']	[]
|G-58211|			[]	['cobT']	['|MONOMER-20423|']	[]
|EG11624|			['b0864', 'ECK0855']	['b0864', 'artP', 'ECK0855']	['|ARTP-MONOMER|']	[]
|G-12203|			[]	['salS']	['|MONOMER-15884|']	[]
|EG20110|			['b3350', 'ECK3338']	['kefB', 'ECK3338', 'trkB', 'b3350']	['|KEFB-MONOMER|']	[]
|G-15286|	1103139		[]	['SCO7701']	['|MONOMER-17559|']	[]
|EG10788|			['b2415', 'ECK2410']	['ECK2410', 'ptsH', 'ctr', 'hpr', 'b2415']	['|PTSH-PHOSPHORYLATED|', '|PTSH-MONOMER|']	[]
|G-1623|			[]	['MJ1140', 'comB']	['|MONOMER-2263|']	[]
|G-10070|			[]	['pduX']	['|MONOMER-13230|']	[]
|G-17624|			[]	['csh']	['|MONOMER-18114|']	[]
|AT3G59970|			[]	['AtMTHFR-1', 'At3g59970']	['|AT3G59970-MONOMER|']	['|ENZYME|']
|YBR176W|			[]	['ECM31']	['|MONOMER3O-90|']	[]
|G-58858|			[]	['aurE']	['|MONOMER-20712|']	[]
|EG10251|			['b3640', 'ECK3630']	['b3640', 'ECK3630', 'dnaS', 'sof', 'dut']	['|DUTP-PYROP-MONOMER|']	[]
|G-12239|			[]	['flA']	['|MONOMER-15922|']	[]
|HS04318|	10965		[]	['ZAP128', 'PTE2', 'ACOT2']	['|HS04318-MONOMER|']	['|ENZYME|']
|G-63082|			[]	['pedC']	['|MONOMER-20822|']	[]
|G-58824|			['RPA3713']	['RPA3713', 'pimD']	['|MONOMER-20677|']	[]
|HS12012|			[]	['KIAA1718', 'KDM7A', 'JHDM1D']	['|ENSG00000006459-MONOMER|']	[]
|HS05164|	9514		[]	['CST', 'GAL3ST1']	['|HS05164-MONOMER|']	[]
