MetaCycId	NcbiId	Uniprot	Accessions	Names	Product	Product_types
|G-44747|			[]	['cbp']	['|MONOMER-20048|']	[]
|G-27195|			[]	['atrA']	['|MONOMER-18722|']	[]
|G3O-31085|			['YHR024C']	['MAS2', 'YHR024C', 'MIF2']	['|G3O-31085-MONOMER|']	[]
|G-55184|			[]	['A2ld1', 'Ggact']	['|MONOMER-10043|']	[]
|G7115|			['b2076', 'ECK2072']	['yegO', 'ECK2072', 'b2076', 'mdtC']	['|B2076-MONOMER|']	[]
|EG11020|			['b1363', 'ECK1362']	['trkG', 'ECK1362', 'b1363']	['|TRKG-MONOMER|']	[]
|G3O-32708|			['YML130C']	['YML130C', 'ERO1']	['|G3O-32708-MONOMER|']	[]
|G-11270|			[]	['nagH']	['|MONOMER-14767|']	[]
|G-15030|	5105516		[]	['Msed_0399']	['|MONOMER-13738|']	[]
|G185E-7504|			['Rv3230c']	['Rv3230c']	['|G185E-7504-MONOMER|']	[]
|HS02296|	8731		[]	['KIAA0398', 'RNMT']	['|HS02296-MONOMER|']	[]
|G-12538|			[]	['ALD5', 'PICST_29563', 'LADH']	['|MONOMER-16244|']	[]
|HP0590|			[]	['oorB']	['|HP0590-MONOMER|']	['|ENZYME|']
|G-12768|			[]	['egl4']	['|MONOMER-16504|']	[]
|G-11737|	4994407		['cgR_0493']	['cgR_0493', 'qsuB']	['|MONOMER-15334|']	[]
|G-11690|			[]	['PRX2']	['|MONOMER-15267|']	[]
|G-34639|			[]	['blsI']	['|MONOMER-18930|']	[]
|YLR239C|			['YLR239C']	['LIP2', 'YLR239C']	['|YLR239C-MONOMER|']	[]
|G-58240|	1451436		[]	['MJ0571']	['|MONOMER-20452|']	[]
|G-15990|			[]	['5GT', 'UF5GT']	['|MONOMER-18001|']	[]
|G-12607|			['AE008691']	['AE008691', 'TTE0894', 'NuoG', 'hydA']	['|MONOMER-16338|']	[]
|CHRECP019|	2717000		[]	['psaA']	['|CHRECP019-MONOMER|']	[]
|STM4066|	1255593		['STM4066']	['STM4066']	['|STM4066-MONOMER|']	[]
|G-11567|			[]	['ligG']	['|MONOMER-15131|']	[]
|G-11078|	1470513		[]	['MTH_552']	['|MONOMER-14508|']	[]
|EG10489|			['b1136', 'ECK1122']	['icd', 'icdE', 'ECK1122', 'icdA', 'b1136']	['|ISOCITDEH-SUBUNIT|']	[]
|G-63079|			[]	['pedM']	['|MONOMER-20819|']	[]
|AT3G02570|			[]	['AT3G02570']	['|AT3G02570-MONOMER|']	[]
|HS03158|	2145		[]	['KMT6B', 'KIAA0388', 'EZH1']	['|HS03158-MONOMER|']	[]
|EG10062|			['b3210', 'ECK3200']	['b3210', 'ECK3200', 'arcB']	['|ARCB-MONOMER|', '|PHOSPHO-ARCB-ASP|', '|PHOSPHO-ARCB717|', '|PHOSPHO-ARCB-HIS|']	[]
|G-11711|			[]	['irp9']	['|MONOMER-15299|']	[]
|G-44750|	3879715		[]	['NCU08746']	['|MONOMER-20054|']	[]
|G-358|			[]	['cdhC1', 'cdhC']	['|CDHCMSARC-MONOMER|']	[]
|G18NG-12646|			['Cgl3025', 'NCgl2922']	['Cgl3025', 'genK', 'cg3353', 'NCgl2922']	['|G18NG-12646-MONOMER|']	[]
|G-12073|			[]	['dpaAc']	['|MONOMER-15716|']	[]
|G-44168|			[]	['pchF']	['|MONOMER-19460|']	[]
|G-58761|			[]	['grdE']	['|MONOMER-20603|', '|MONOMER-20602|', '|MONOMER-20606|']	[]
|G-10370|	5824882		['Caur_0179']	['smtA', 'Caur_0179']	['|MONOMER-13599|']	[]
|HP0086|			[]	['mqo']	['|HP0086-MONOMER|']	['|ENZYME|']
|G-3790|			[]	['pl-CHR']	['|MONOMER-4908|']	['|ENZYME|']
|G-43706|	9705451		[]	['fprA3', 'MTBMA_c17400', 'fpaA', 'fprA']	['|MONOMER-18960|']	[]
|G-17799|			[]	['M81055']	['|MONOMER-18298|']	[]
|AT3G07800|	819971		['AT3G07800']	['TK1a', 'AT3G07800']	['|AT3G07800-MONOMER|']	[]
|HS08003|	522		[]	['ATP5PF', 'ATP5A', 'ATP5J', 'ATPM']	['|ENSG00000154723-MONOMER|']	[]
|G-17880|			[]	['tylM1', 'tylMI']	['|MONOMER-18381|']	[]
|G-10438|			[]	['dml']	['|MONOMER-11714|']	['|ENZYME|']
|G-34575|			[]	['ahbD']	['|MONOMER-18867|']	[]
|G-17717|			[]	['aknT']	['|MONOMER-18207|']	[]
|G-15458|			[]	["F3'HIIb"]	['|MONOMER-17785|']	[]
|G-10284|			[]	['UOX', 'URnod-35']	['|MONOMER-1265|']	['|ENZYME|']
|EG10982|			['b0729', 'ECK0717']	['b0729', 'ECK0717', 'sucD']	['|SUCCCOASYN-ALPHA|']	[]
|G-17877|			[]	['tylGIV']	['|MONOMER-18378|']	[]
|HS08684|	9249		[]	['UNQ2424/PRO4983', 'DHRS3']	['|ENSG00000162496-MONOMER|']	[]
|G-12165|	3611819		['Reut_A2057']	['Reut_A2057']	['|MONOMER-15839|']	[]
|G-2287|			[]	['pcaB']	['|MONOMER-3222|']	[]
|G6753|			['b1442', 'ECK1436']	['ydcU', 'ECK1436', 'b1442']	['|YDCU-MONOMER|']	[]
|G7366|			['b2631', 'ECK2627']	['yfjO', 'ECK2627', 'rnlB', 'b2631']	['|G7366-MONOMER|']	[]
|HS03272|	27087		[]	['GLCATP', 'B3GAT1']	['|HS03272-MONOMER|']	[]
|HS00018|	2747		[]	['GLUD2', 'GLUDP1']	['|HS00018-MONOMER|']	[]
|G-9728|			[]	['SIP2', 'ARD1', 'Os10g0419400']	['|MONOMER-12674|']	['|ENZYME|']
|MGI:1921692|			[]	['Sgms2']	['|MGI:1921692-MONOMER|']	[]
|HS06436|	3032		[]	['MSTP029', 'HADHB']	['|HS06436-MONOMER|']	[]
|G-34496|			[]	['ORF33']	['|MONOMER-18788|']	[]
|EG10979|			['b0726', 'ECK0714']	['ECK0714', 'lys+met', 'sucA', 'b0726']	['|E1O-MONOMER|']	[]
|G-80681|			['BLX42_10695']	['pinB', 'BLX42_10695']	['|MONOMER-21165|']	[]
|HS03472|	29940		[]	['SART2', 'DSE']	['|HS03472-MONOMER|']	[]
|CISZOG1|			[]	['<i>cis</i>ZOG1']	['|CISZOG1-MONOMER|']	['|ENZYME|']
|AT1G20050|			[]	['at1g20050', 'hydra1', 'HYD1']	['|AT1G20050-MONOMER|']	['|ENZYME|']
|G-8062|			[]	['AOX1']	['|MONOMER-10382|']	['|ENZYME|']
|AT2G13810|			['AT2G13810.1']	['ALD1', 'AT2G13810.1', 'EDTS5']	['|AT2G13810-MONOMER|']	[]
|HS04610|	9469		[]	['C6ST', 'CHST3', 'C6ST1']	['|HS04610-MONOMER|']	[]
|G-58150|	26,346		[]	['Sare_1364']	['|MONOMER-20362|']	[]
|SACI_1677|	3474107		[]	['Saci_1677']	['|SACI_1677-MONOMER|']	[]
|EG10337|			['b2168', 'ECK2161']	['fruK', 'ECK2161', 'fpk', 'b2168']	['|1-PFK-MONOMER|']	[]
|G-14717|	896885		[]	['xynA']	['|MONOMER-16897|']	[]
|G-12078|			[]	['atdA5']	['|MONOMER-15721|']	[]
|G-44583|			[]	['ANS']	['|MONOMER-19875|']	[]
|HP0591|			[]	['oorC']	['|HP0591-MONOMER|']	['|ENZYME|']
|G-10632|			[]	['fkbM']	['|MONOMER-13930|']	['|ENZYME|']
|G1G01-2699|	1045763		['PP2515']	['gllB', 'galB (deprecated)', 'PP2515']	['|G1G01-2699-MONOMER|']	[]
|G-55179|			[]	['GP90']	['|MONOMER-20295|']	[]
|G6393|			['b0752', 'ECK0741']	['ECK0741', 'ybgR', 'zitB', 'b0752']	['|B0752-MONOMER|']	[]
|G-17811|			[]	['N47_G38220']	['|MONOMER-18310|']	[]
|G-11800|			[]	['ATPGD1']	['|MONOMER-15407|']	[]
|HS08336|	8703		[]	['beta4Gal-T3', 'B4GALT3']	['|HS08336-MONOMER|']	[]
|RHA1_RO08054|	4225179		[]	['bphB1']	['|RHA1_RO08054-MONOMER|']	[]
|G-55089|			[]	['SGD']	['|MONOMER-20197|']	[]
|AT5G51100|			['At5g51100']	['At5g51100', 'FSD2']	['|AT5G51100-MONOMER|']	['|ENZYME|']
|G-12504|			[]	['toa']	['|MONOMER-16211|']	[]
|G-14610|	3170085		['TTHA1789']	['moaC', 'TTHA1789']	['|MONOMER-16769|']	[]
|HP0588|			[]	['oorD']	['|HP0588-MONOMER|']	['|ENZYME|']
|AT1G68540|			[]	['TKPR2', 'At1G68540']	['|AT1G68540-MONOMER|']	[]
|HS09654|	10476		[]	['My032', 'ATP5H']	['|HS09654-MONOMER|']	[]
|G-228|			[]	['pta']	['|MONOMER-427|']	[]
|G1G01-46|	1043526		['PP_0045']	['czcC-I', 'PP_0045', 'czcC1']	['|G1G01-46-MONOMER|']	[]
|G-12702|			[]	['chlE']	['|MONOMER-16433|']	[]
|HS03897|			[]	['GGCX']	['|HS03897-MONOMER|']	[]
|G-34549|			[]	['lmbK']	['|MONOMER-18841|']	[]
|G-43897|	8787986		['Alvin_2599']	['rhd', 'Alvin_2599']	['|MONOMER-19177|']	[]
|G-55099|			['SPO1581']	['dmmB', 'SPO1581']	['|MONOMER-20207|']	[]
|G18C3-40|			[]	['ASAT3-F', 'ASAT3']	['|MONOMER18C3-43|']	[]
|G-316|			[]	['soxF']	['|SOXFDENIT-MONOMER|']	['|ENZYME|']
|EG10980|			['b0727', 'ECK0715']	['sucB', 'b0727', 'ECK0715']	['|E2O-MONOMER|', '|SUCB-DIHYDROLIPOATE|', '|SUCB-S-SUCCINYLDIHYDROLIPOATE|', '|SUCB-LIPOATE|']	[]
|HS00012|	2131		[]	['EXT', 'EXT1']	['|HS00012-MONOMER|']	[]
|YMR170C|	855206		[]	['ALD2']	['|YMR170C-MONOMER|']	['|ENZYME|']
|G-58825|			['RPA3717']	['RPA3717', 'pimF']	['|MONOMER-20678|']	[]
|G-58830|			[]	['THBO']	['|MONOMER-9454|']	[]
|G-17779|	916141		['ECs4019', 'Z4494']	['ECs4019', 'Z4494', 'agaD']	['|MONOMER-18275|']	[]
|EG10827|			['b1350', 'ECK1347']	['ECK1347', 'sbcA', 'recE', 'b1350', 'rmuB', 'rac']	['|EG10827-MONOMER|']	[]
|G-12177|			[]	['SauS', 'H16_A2747']	['|MONOMER-15852|']	[]
|G-12249|			[]	['UBGAT']	['|MONOMER-15933|']	[]
|G-11555|			[]	['desB']	['|MONOMER-15119|']	[]
|YKR072C|			[]	['HAL3', 'SIS2']	['|MONOMER3O-474|']	[]
|G-10343|			[]	['carA']	['|MONOMER-13572|']	['|ENZYME|']
|G-80491|			['Arad_9230']	['Arad_9230', 'oiaX']	['|MONOMER-20966|']	[]
|HP0691|			[]	['yxjD', 'scoA']	['|HP0691-MONOMER|']	['|ENZYME|']
|G-14857|			[]	['oleP']	['|MONOMER-17054|']	[]
|G-17835|			[]	['rauA']	['|MONOMER-18334|']	[]
|HS07110|	3930		[]	['PHA', 'LMN2R', 'LBR']	['|HS07110-MONOMER|']	[]
|G-10546|			[]	['CFAT', 'PhCFAT']	['|MONOMER-13831|']	['|ENZYME|']
|G185E-7238|			['Rv2983']	['fbiD', 'Rv2983']	['|G185E-7238-MONOMER|']	[]
|G-12333|			[]	['ECS1']	['|MONOMER-16025|']	[]
|G-10072|			[]	['fldA']	['|MONOMER-13232|']	['|ENZYME|']
|G-14669|			[]	['penE']	['|MONOMER-16844|']	[]
|G-9293|			[]	['AF406816']	['|MONOMER-11992|']	['|ENZYME|']
|G-1942|			[]	['lacB']	['|MONOMER-2782|']	[]
|G-17705|			[]	['aknC']	['|MONOMER-18195|']	[]
|HP0589|			[]	['oorA']	['|HP0589-MONOMER|']	['|ENZYME|']
|G-10897|			[]	['hyuE']	['|MONOMER-14268|']	[]
|RHA1_RO08060|	4225185		[]	['bphAa']	['|RHA1_RO08060-MONOMER|']	[]
|G-12591|	4221404		[]	['RHA1_ro03853']	['|MONOMER-16323|']	[]
|EG12661|			['b0654', 'ECK0647']	['ECK0647', 'b0654', 'gltJ']	['|GLTJ-MONOMER|']	[]
|EAS|			[]	['TEAS', '<i>EAS</i>']	['|EAS-MONOMER|']	['|ENZYME|']
|G-27|	2879574		[]	['quiA']	['|MONOMER-28|']	['|ENZYME|']
|G-80644|	8924706		['HVO_2762']	['ipkA', 'HVO_2762']	['|MONOMER-21129|']	[]
|YLR420W|			['YLR420W']	['URA4', 'YLR420W']	['|YLR420W-MONOMER|']	[]
|G-1921|			[]	['lacC']	['|MONOMER-2745|']	['|ENZYME|']
|G-12066|			[]	['GALK']	['|MONOMER-15709|']	[]
|G-3421|			[]	['OJ1754_E06.14']	['|MONOMER-4401|']	['|ENZYME|']
|G-43811|			[]	['roqO']	['|MONOMER-19075|']	[]
|EG10402|			['b0720', 'ECK0709']	['ECK0709', 'b0720', 'icdB', 'gltA', 'gluT']	['|CITSYN-MONOMER|']	[]
|G-44012|			[]	['fabF']	['|MONOMER-19302|']	[]
|G-8990|	3479572		[]	['pobA']	['|MONOMER-11534|']	[]
|G-10421|			[]	['ALD5', 'YER073W']	['|MONOMER-13665|']	['|ENZYME|']
|RHA1_RO10134|	4226117		[]	['etbAb1']	['|RHA1_RO10134-MONOMER|']	[]
|AT1G28130|			[]	['GH3.17']	['|AT1G28130-MONOMER|']	[]
|G-63004|			[]	['cxmF']	['|MONOMER-20747|']	[]
|G-43870|			[]	['CA2']	['|MONOMER-19142|']	[]
|AT3G45070|			[]	['<i>AtST3a</i>']	['|AT3G45070-MONOMER|']	[]
|HS02273|	191		[]	['SAHH', 'AHCY']	['|HS02273-MONOMER|']	[]
|G-55077|			['HM1_2672']	['pdxA2', 'HM1_2672']	['|MONOMER-20187|']	[]
|G-145|			[]	['arcA']	['|MONOMER-661|']	[]
|EG12316|			['b0118', 'ECK0117']	['yacI', 'ECK0117', 'b0118', 'acnB', 'yacJ']	['|ACONITATEDEHYDRB-MONOMER|']	[]
|G-58147|	1007069		['CT0967']	['cruD', 'CT0967']	['|MONOMER-20359|']	[]
|G-15281|			[]	['acrC']	['|MONOMER-12757|']	[]
|HS15490|			[]	['LDHD']	['|HS15490-MONOMER|']	['|ENZYME|']
|HS07139|	9027		[]	['NAT8', 'GLA', 'TSC501', 'CML1']	['|ENSG00000144035-MONOMER|']	[]
|EG12400|			['b1663', 'ECK1659']	['norM', 'ECK1659', 'ydhE', 'norE', 'b1663', 'mdtK']	['|YDHE-MONOMER|']	[]
|G7221|			['b2352', 'ECK2346']	['yfdI', 'ECK2346', 'b2352', 'gtrIV', 'gtrS']	['|G7221-MONOMER|']	[]
|G-55189|	100131187		[]	['TSTD1', 'KAT']	['|MONOMER-20304|']	[]
|G-34627|			[]	['argH']	['|MONOMER-18918|']	[]
|G-187|	876988		[]	['atpB']	['|MONOMER-535|']	[]
|AT1G70580|			[]	['AOAT2', 'GGAT2']	['|AT1G70580-MONOMER|']	[]
|G-14571|			[]	['AS1']	['|MONOMER-16714|']	[]
|HS11040|	1351		[]	['COX8A', 'COX8L', 'COX8']	['|HS11040-MONOMER|']	[]
|EG10356|			['b1612', 'ECK1607']	['fumA', 'b1612', 'ECK1607']	['|FUMA-MONOMER|']	[]
|G-95|			[]	['etfA']	['|ETFACLOS-MONOMER|']	[]
|G-12200|			[]	['salN']	['|MONOMER-15881|']	[]
|G-34537|	14511403		['SMWW4_v1c10960']	['SMWW4_v1c10960', 'pigI']	['|MONOMER-18829|']	[]
|YER091C|	856825		[]	['met6']	['|YER091C-MONOMER|']	['|ENZYME|']
|MGI:1328365|	11298		[]	['Aanat']	['|MGI:1328365-MONOMER|']	[]
|G-10153|			[]	['cnbCb']	['|MONOMER-13344|']	['|ENZYME|']
|HS07820|	79723		[]	['SUV39H2', 'KMT1B']	['|HS07820-MONOMER|']	[]
|G-9230|	1151693		[]	['cimA', 'LA2350']	['|MONOMER-11894|']	['|ENZYME|']
|G-9877|			[]	['bedD', 'gldA']	['|MONOMER-12885|']	['|ENZYME|']
|G-58759|			[]	['grdD']	['|MONOMER-20605|']	[]
|HS02114|	2954		[]	['GSTZ1', 'MAAI']	['|HS02114-MONOMER|']	[]
|G7129|			['b2097', 'ECK2090']	['b2097', 'dhnA', 'ECK2090', 'fbaB']	['|FRUCBISALD-CLASSI-MONOMER|']	[]
|G-44414|			['Cvib_0369']	['Cvib_0369', 'bchQ']	['|MONOMER-19710|']	[]
|YML086C|			['YML086C']	['YML086C', 'ALO1']	['|YML086C-MONOMER|']	[]
|G-14655|			[]	['H6H']	['|MONOMER-16825|']	[]
|EG12169|			['b2198', 'ECK2190']	['ECK2190', 'b2198', 'yojM', 'ccmD']	['|EG12169-MONOMER|']	[]
|G-2291|			[]	['pcaJ']	['|MONOMER-3191|']	['|ENZYME|']
|G-80608|			[]	['mcbF']	['|MONOMER-21090|']	[]
|G-10581|			[]	['ORF3']	['|MONOMER-13867|']	['|ENZYME|']
|AT2G31830|		Q9SKB7	[]	['5PTase14']	['|AT2G31830-MONOMER|']	[]
|HS02178|	5834		[]	['PYGB']	['|HS02178-MONOMER|']	[]
|G-58746|			[]	['fomD']	['|MONOMER-20589|']	[]
|G-80463|			[]	['picB2']	['|MONOMER-20935|']	[]
|G-9133|	PCB2		[]	['DVR', 'At5G18660']	['|MONOMER-11752|']	['|ENZYME|']
|G-6662|	1061762		[]	['ldhD']	['|MONOMER-8683|']	['|ENZYME|']
|AT4G31970|			['AT4G31970']	['AT4G31970', 'CYP82C2']	['|AT4G31970-MONOMER|']	[]
|G-10740|	1797636		[]	['aspS1']	['|MONOMER-14053|']	['|ENZYME|']
|G-80531|			['Saci_2262']	['soxE', 'Saci_2262']	['|MONOMER-21011|']	[]
|YMR120C|			[]	['ADE17']	['|YMR120C-MONOMER|']	[]
|G-14784|	4222091		['RHA1_ro04540']	['hsaD', 'RHA1_ro04540', 'bphD2']	['|MONOMER-16965|']	[]
|G-12687|	4810443		['Cthe_0825']	['Cthe_0825', 'celD']	['|MONOMER-16416|']	[]
|AT3G22425|			[]	['HISN5A']	['|AT3G22425-MONOMER|']	['|ENZYME|']
|G-15155|			[]	['TPS12', 'PNSesq']	['|MONOMER-17376|']	[]
|HS06422|	56267		[]	['KAT3', 'CCBL2', 'RBMXL1']	['|HS06422-MONOMER|']	[]
|HS06259|	4609		[]	['MYC', 'c-Myc']	['|ENSG00000136997-MONOMER|']	[]
|G-80411|			[]	['Tharo_2776']	['|MONOMER-20849|']	[]
|G-4561|			[]	['ppgK']	['|MONOMER-6061|']	['|ENZYME|']
|G-11798|			[]	['Dpyd']	['|MONOMER-15405|']	[]
|G185E-5419|	887084		['Rv1248c']	['Rv1248c']	['|G185E-5419-MONOMER|']	['|ENZYME|']
|G-43858|	937215		[]	['bacG', 'ywfH']	['|MONOMER-19125|']	[]
|G-12597|			[]	['aviRb']	['|MONOMER-16328|']	[]
|EG12077|			['b3478', 'ECK3462']	['hydD', 'nikC', 'b3478', 'ECK3462', 'hydC']	['|NIKC-MONOMER|']	[]
|EG10573|			['b1159', 'ECK1145']	['b1159', 'rglA', 'ECK1145', 'mcrA']	['|EG10573-MONOMER|']	[]
|G-58843|	31766982		[]	['Fjoh_4065']	['|MONOMER-20697|']	[]
|G-10531|			[]	['menF']	['|MONOMER-13806|']	['|ENZYME|']
|G-12487|			[]	['DQ124868']	['|MONOMER-16192|']	[]
|G185E-5891|			['Rv1700']	['Rv1700']	['|G185E-5891-MONOMER|']	[]
|G-43785|			[]	['andD']	['|MONOMER-19043|']	[]
|G-10874|			[]	['ddhB']	['|MONOMER-14243|']	[]
|EG11015|			['b3919', 'ECK3911']	['tpiA', 'tpi', 'b3919', 'ECK3911']	['|TPI-MONOMER|']	[]
|G-11372|			[]	['BOT2']	['|MONOMER-14922|']	[]
|G-10023|			[]	['bluB']	['|MONOMER-13177|']	[]
|G-9205|			[]	['korB']	['|MONOMER-11845|']	[]
|G-43951|			[]	['EcdH']	['|MONOMER-19239|']	[]
|YKL184W|			[]	['SPE1', 'ORD1', 'SPE10']	['|YKL184W-MONOMER|']	[]
|G-27196|			[]	['greA']	['|MONOMER-18723|']	[]
|G-9828|			[]	['g-pin1', 'ag3']	['|MONOMER-12819|']	['|ENZYME|']
|G-11198|	1452369		[]	['thrC', 'MJ1465']	['|MONOMER-14634|']	[]
|G-12502|	1451919		['MJ1022']	['MJ1022', 'tgtA2', 'arcS']	['|MONOMER-16209|']	[]
|G-10329|			[]	['CiGASlo']	['|MONOMER-13558|']	['|ENZYME|']
|G-9857|			[]	['PGAM-i']	['|MONOMER-9165|']	['|ENZYME|']
|G-16058|			[]	['wbnH', 'wbiN']	['|MONOMER-18063|']	[]
|AT2G38040|			['At2g38040']	['CAC3', 'At2g38040']	['|AT2G38040-MONOMER|']	['|ENZYME|']
|AT3G19280|	821462		['AT3G19280']	['AT3G19280', 'FUT11']	['|AT3G19280-MONOMER|']	['|ENZYME|']
|EG11914|			['b3955', 'ECK3946']	['eptC', 'ECK3946', 'yijP', 'b3955']	['|EG11914-MONOMER|']	[]
|HS07207|	55347		[]	['ABHD10']	['|ENSG00000144827-MONOMER|']	[]
|AT1G52400|			[]	['BG1']	['|AT1G52400-MONOMER|']	[]
|YDR284C|			['YDR284C']	['ZRG1', 'YDR284C', 'DPP1']	['|YDR284C-MONOMER|']	[]
|G-58754|			[]	['fldB']	['|MONOMER-20597|']	[]
|G185E-7683|			['Rv3406']	['Rv3406']	['|G185E-7683-MONOMER|']	[]
|G-330|			[]	['mtrE']	['|MTREMAUTO-MONOMER|']	[]
|HS10646|	2026		[]	['NSE', 'ENO2']	['|HS10646-MONOMER|']	[]
|AT3G06580|			[]	['AGK1']	['|AT3G06580-MONOMER|']	['|ENZYME|']
|G-4581|			[]	['glk']	['|MONOMER-6081|']	[]
|G-11870|	1201516		['EF_2658']	['EF_2658', 'murM', 'fibA', 'bppA1']	['|MONOMER-15489|']	[]
|AT2G23170|			[]	['GH3.3', 'At2g23170']	['|AT2G23170-MONOMER|']	[]
|G-15106|	905416		[]	['pglA', 'Cj1125c']	['|MONOMER-17322|']	[]
|AT2G43900|			[]	['5PTase12']	['|AT2G43900-MONOMER|']	[]
|G-9415|			[]	['MJ1418']	['|MONOMER-12176|']	[]
|G-14769|			[]	['styD']	['|MONOMER-16949|']	[]
|G-15124|			[]	['pglA']	['|MONOMER-17339|']	[]
|G-44276|			[]	['Tri4']	['|MONOMER-19574|']	[]
|G-10341|			[]	['tld', 'ORF7']	['|MONOMER-13570|']	['|ENZYME|']
|G-14546|	1495324		['PYRAB04300']	['trmI', 'PYRAB04300', 'PAB0283']	['|MONOMER-16690|']	[]
|G-43738|			[]	['nanL']	['|MONOMER-18999|']	[]
|G185E-6950|			['Rv2702']	['Rv2702', 'ppgK']	['|G185E-6950-MONOMER|']	['|ENZYME|']
|HS03886|	2744		[]	['GLS', 'GLS1', 'G-8884', 'KIAA0838']	['|HS03886-MONOMER|']	[]
|G-515|			['Pput_2895']	['cmtB', 'Pput_2895']	['|MONOMER-348|']	[]
|G-11152|			[]	['OsHAK7']	['|MONOMER-14581|']	[]
|G-10431|			[]	['ndhL']	['|MONOMER-11705|']	[]
|EG11753|			['b1216', 'ECK1210']	['chaA', 'ECK1210', 'b1216']	['|CHAA-MONOMER|']	[]
|G6141|			['b0269', 'ECK0270']	['ECK0270', 'yagF', 'b0269']	['|G6141-MONOMER|']	[]
|G-12601|	905696		[]	['pgmL', 'Cj1407c']	['|MONOMER-16332|']	[]
|G-43939|			[]	['IL45_01505']	['|MONOMER-19227|']	[]
|G-80448|			['HORVU1Hr1G007400']	['CYP79A8', 'HORVU1Hr1G007400']	['|MONOMER-20921|']	[]
|HS17627|	79813		[]	['FLJ12879', 'KIAA1876', 'EHMT1', 'Eu-HMTase1', 'KMT1D', 'EUHMTASE1']	['|HS17627-MONOMER|']	[]
|G-9093|			[]	['P450-2']	['|MONOMER-11688|']	['|ENZYME|']
|G-15061|			[]	['btrH']	['|MONOMER-17275|']	[]
|G-6661|			[]	['ldh']	['|MONOMER-8681|']	['|ENZYME|']
|G-17940|	37415		[]	['CG9441', 'punch', 'pu']	['|MONOMER-18450|']	[]
|G-2421|			[]	['ebdA']	['|MONOMER-3341|']	[]
|G-44233|			[]	['phl', 'pclA']	['|MONOMER-19528|']	[]
|G-44333|	1092128		[]	['Mb2977']	['|MONOMER-19631|']	[]
|AT1G65930|			[]	['cICDH']	['|AT1G65930-MONOMER|']	[]
|G-12769|			[]	['egl5']	['|MONOMER-16505|']	[]
|G-9384|			[]	['paaK']	['|MONOMER-12132|']	['|ENZYME|']
|G-11166|	AF050495		[]	['LCA1']	['|MONOMER-14597|']	[]
|G-15926|	1453212		['SSO3195']	['kdgK', 'SSO3195']	['|MONOMER-17931|']	[]
|G-340|			[]	['mrtA']	['|MRTAMAUTO-MONOMER|']	['|ENZYME|']
|G-43770|			[]	['crtU']	['|MONOMER-19029|']	[]
|G-3768|			[]	['pyk']	['|MONOMER-4886|']	['|ENZYME|']
|HS00422|	4719		[]	['PRO1304', 'NDUFS1']	['|HS00422-MONOMER|']	[]
|G185E-7830|			['Rv3553']	['ipdC', 'Rv3553']	['|G185E-7830-MONOMER|']	[]
|G-15527|	1192760		['aq_1292']	['THEP1', 'aq_1292']	['|MONOMER-17884|']	[]
|EG11631|			['b0856', 'ECK0847']	['potH', 'ECK0847', 'b0856']	['|POTH-MONOMER|']	[]
|G-10436|			[]	['dmdA']	['|MONOMER-13676|']	[]
|YHR128W|	856529		['YHR128W']	['YHR128W', 'FUR1']	['|YHR128W-MONOMER|']	[]
|G-44316|			[]	['CYP736A163']	['|MONOMER-19614|']	[]
|HS06393|	58472		[]	['CGI-44', 'SQRDL']	['|HS06393-MONOMER|']	[]
|MGI:2135760|			[]	['Sgpp1']	['|MGI:2135760-MONOMER|']	[]
|HS10487|	8708		[]	['B3GALT1']	['|ENSG00000172318-MONOMER|']	[]
|G-10831|			[]	['acoL']	['|MONOMER-14178|']	[]
|G-11110|	2761499		[]	['picB', 'MMP0340']	['|MONOMER-14539|']	[]
|EG11168|			['b3061', 'ECK3051']	['ygjA', 'ttdA', 'ECK3051', 'b3061']	['|TTDA-MONOMER|']	[]
|G-58215|	24789094		['MSBR3_1555']	['cobZ', 'MSBR3_1555']	['|MONOMER-20427|']	[]
|G-14951|	10939685		['PPS_4061']	['hspB', 'PPS_4061']	['|MONOMER-17159|']	[]
|G-44653|			[]	['mtmQ']	['|MONOMER-19953|']	[]
|G18NG-10193|			['Cgl0631', 'NCgl0605']	['NCgl0605', 'Cgl0631', 'crtX']	['|G18NG-10193-MONOMER|']	[]
|AT4G11820|	BAP1		[]	['HMGS', 'BAP1']	['|AT4G11820-MONOMER|']	['|ENZYME|']
|AT4G01690|	PPOX		[]	['HEMG1', 'PPOX']	['|AT4G01690-MONOMER|']	['|ENZYME|']
|G-44250|			[]	['tri11']	['|MONOMER-19548|']	[]
|G-44692|	3919219		['SAOUHSC_00872']	['dltD', 'SAOUHSC_00872']	['|MONOMER-19992|']	[]
|G-14569|	1237309		[]	['SM_b21538', 'phnA']	['|MONOMER-16712|']	[]
|G-9079|			[]	['CtCS1', 'CmXRS1']	['|MONOMER-11670|']	['|ENZYME|']
|HS10013|	55454		[]	['PRO0082', 'CHGN2', 'CSGALNACT2', 'GALNACT2']	['|HS10013-MONOMER|']	[]
|EG10756|			['b3956', 'ECK3947']	['asp', 'b3956', 'ppc', 'ECK3947', 'glu']	['|PEPCARBOX-MONOMER|']	[]
|G-12245|	6938057		['KPK_3949']	['mtnA', 'KPK_3949']	['|MONOMER-1341|']	[]
|HS04350|			[]	['GPAM', 'MGC26846', 'KIAA1560']	['|57678-MONOMER|']	[]
